MSOA11CD,MSOA11NM,Local authority,covid_19_deaths,covid_19_deaths_per_thousand,total_population_mid_2018,over_70_prop,proportion_at_risk_jobs,insecure_proportion,all_bame_prop,all_black_prop,pakistani_or_bangladeshi_prop,all_indian_prop,child_poverty_prop,total_registered_patients,Hypertension,Obesity (18+),Diabetes,Asthma,Coronary heart disease
E02000587,Kensington and Chelsea 011,Kensington and Chelsea,4,0.538068335,7434,0.119854722,0.124148769,0.099790466,0.262395321,0.01236209,0.010102353,0.020470557,0.016463851,8459,7.99,2.48,2.74,2.33,1.73
E02000588,Kensington and Chelsea 012,Kensington and Chelsea,2,0.254582485,7856,0.125381874,0.092175777,0.109324759,0.207010663,0.013727172,0.008211791,0.013482044,0.026266417,7376,7.59,2.29,2.05,1.97,1.32
E02000589,Kensington and Chelsea 013,Kensington and Chelsea,5,0.575771534,8684,0.075080608,0.130099728,0.093834995,0.351729038,0.033988631,0.012316438,0.024632875,0.040983607,10304,6.87,3.11,2.67,2.36,1.34
E02000590,Kensington and Chelsea 014,Kensington and Chelsea,2,0.291502696,6861,0.139338289,0.165760092,0.143429717,0.288239487,0.046044191,0.015538133,0.017106201,0.089403974,6869,7.47,2.4,2.33,2.13,1.43
E02000591,Kensington and Chelsea 015,Kensington and Chelsea,4,0.586252382,6823,0.085006595,0.174717085,0.161192382,0.404786527,0.058354262,0.018762003,0.028955533,0.106609808,8731,7.41,3.67,3.32,2.66,1.41
E02000592,Kensington and Chelsea 016,Kensington and Chelsea,4,0.579122629,6907,0.105255538,0.104182905,0.075344245,0.207217867,0.013163733,0.004733028,0.017600947,0.009361702,7597,7.29,2.38,2.21,2.24,1.49
E02000593,Kensington and Chelsea 017,Kensington and Chelsea,1,0.12363996,8088,0.086918892,0.136046773,0.103440522,0.249213012,0.03593914,0.009837356,0.021773347,0.0336,9714,7.81,3.87,3.47,2.72,1.54
E02000594,Kensington and Chelsea 018,Kensington and Chelsea,10,1.285347044,7780,0.176606684,0.123210634,0.104550102,0.153750689,0.022062879,0.003861004,0.01241037,0.036231884,7100,10.55,4.63,3.94,3.2,2.86
E02000595,Kensington and Chelsea 019,Kensington and Chelsea,3,0.399627015,7507,0.131610497,0.153768336,0.102933738,0.17132724,0.023871232,0.003273769,0.012276633,0.046492659,6723,7.53,3.18,2.72,2.53,1.53
E02000596,Kensington and Chelsea 020,Kensington and Chelsea,9,1.168831169,7700,0.094675325,0.14071646,0.088972138,0.180416345,0.018889746,0.003469545,0.018632742,0.031298905,7743,7.65,3.36,2.84,2.57,1.59
E02000597,Kensington and Chelsea 021,Kensington and Chelsea,4,0.553020877,7233,0.117516936,0.228198116,0.189304163,0.360729313,0.08513324,0.028050491,0.016830295,0.118604651,7915,7.43,4.02,3.07,2.77,1.49
E02000598,Kingston upon Thames 001,Kingston upon Thames,2,0.244021474,8196,0.106637384,0.254000508,0.15976632,0.177874187,0.011739186,0.010463187,0.032665561,0.058227848,9082,10.11,4.12,3.41,4.22,1.83
E02000599,Kingston upon Thames 002,Kingston upon Thames,8,0.946521533,8452,0.133577851,0.227215588,0.158390949,0.363136176,0.028610729,0.041265475,0.078954608,0.040909091,9035,7.78,3.42,3.32,3.73,1.57
E02000600,Kingston upon Thames 003,Kingston upon Thames,5,0.523395792,9553,0.086988381,0.238434164,0.164887307,0.281215805,0.03343465,0.022492401,0.033677812,0.111111111,10368,6.99,3.28,2.78,3.4,1.39
E02000601,Kingston upon Thames 004,Kingston upon Thames,0,0,13059,0.059805498,0.206952743,0.130001811,0.211739841,0.019118071,0.015659525,0.033336536,0.056060132,14120,7.8,3.65,2.77,3.85,1.47
E02000602,Kingston upon Thames 005,Kingston upon Thames,0,0,11592,0.058833678,0.25338696,0.220364098,0.285942492,0.054952077,0.019488818,0.029179979,0.196244131,12005,6.66,3.25,2.7,3.28,1.31
E02000603,Kingston upon Thames 006,Kingston upon Thames,4,0.453669048,8817,0.075649314,0.2890625,0.26481681,0.363613232,0.03956743,0.040203562,0.047709924,0.139805825,9980,9.32,3.9,3.93,4.22,1.85
E02000604,Kingston upon Thames 007,Kingston upon Thames,3,0.321577875,9329,0.090792153,0.238730451,0.1724931,0.364081062,0.020265549,0.026787794,0.034591195,0.079434698,10759,11.57,4.66,4.96,4.87,2.32
E02000605,Kingston upon Thames 008,Kingston upon Thames,7,0.839529863,8338,0.120532502,0.234188468,0.168148336,0.306498792,0.015134173,0.027851965,0.04222307,0.09375,9481,10.91,4.3,4.66,4.71,2.15
E02000606,Kingston upon Thames 009,Kingston upon Thames,2,0.178906879,11179,0.075767063,0.190189329,0.138037866,0.234194123,0.022558623,0.011774018,0.03799347,0.078703704,13014,7.27,3.45,2.87,3.86,1.49
E02000607,Kingston upon Thames 010,Kingston upon Thames,0,0,8004,0.073338331,0.207017544,0.15380117,0.170449553,0.024161663,0.016839947,0.027822522,0.072574484,7882,8.78,3.76,3.36,4.42,1.81
E02000608,Kingston upon Thames 011,Kingston upon Thames,0,0,7572,0.07078711,0.189990282,0.137269193,0.22007722,0.034606035,0.013871014,0.04046904,0.058311575,8777,8.25,3.67,3.17,4.33,1.7
E02000609,Kingston upon Thames 012,Kingston upon Thames,3,0.390015601,7692,0.137675507,0.253861848,0.18886622,0.406884496,0.023127605,0.073147775,0.049616781,0.159136885,8700,11.76,5.01,4.94,4.6,2.32
E02000610,Kingston upon Thames 013,Kingston upon Thames,7,0.865158818,8091,0.10147077,0.183544304,0.135724332,0.205138288,0.027002228,0.018613187,0.035653428,0.086359968,8741,9.58,4.05,3.67,4.92,2.01
E02000611,Kingston upon Thames 014,Kingston upon Thames,1,0.135869565,7360,0.149320652,0.253829322,0.177516411,0.223164228,0.012990565,0.025434158,0.049911117,0.045454545,8166,10.64,4.51,4.32,4.78,2.13
E02000612,Kingston upon Thames 015,Kingston upon Thames,4,0.488878025,8182,0.155707651,0.241077932,0.182325807,0.272421525,0.013826607,0.036372696,0.041978077,0.104627767,9262,12.08,5.06,4.64,4.56,2.36
E02000613,Kingston upon Thames 016,Kingston upon Thames,2,0.240153698,8328,0.105907781,0.231942789,0.169010727,0.190664456,0.027164902,0.014666497,0.037112613,0.081676518,8666,9.62,4.02,3.83,4.59,2.05
E02000614,Kingston upon Thames 017,Kingston upon Thames,3,0.330578512,9075,0.081322314,0.28018648,0.24965035,0.352927178,0.028200857,0.038791052,0.084245597,0.138104839,10178,11.33,5.16,4.98,4.57,2.17
E02000615,Kingston upon Thames 018,Kingston upon Thames,3,0.388701736,7718,0.125680228,0.277820219,0.239113827,0.167982867,0.024227011,0.018872976,0.018337572,0.125752106,8447,12.17,5.02,4.77,4.74,2.3
E02000616,Kingston upon Thames 019,Kingston upon Thames,1,0.166583375,6003,0.114609362,0.277162526,0.229871296,0.116232797,0.014259658,0.009616979,0.011440889,0.097799511,6298,11.78,4.87,4.6,4.6,2.19
E02000617,Kingston upon Thames 020,Kingston upon Thames,2,0.223964166,8930,0.104927212,0.277246208,0.250875146,0.153918238,0.022373199,0.010308071,0.022021788,0.1444333,9585,11.62,4.84,4.64,4.9,2.21
E02000619,Lambeth 002,Lambeth,5,0.549813064,9094,0.0732351,0.23564653,0.238392411,0.472560219,0.29364291,0.017506829,0.014278619,0.235331633,10986,10.66,5.87,5,4.1,1.47
E02000620,Lambeth 003,Lambeth,5,0.475465957,10516,0.059718524,0.215682587,0.187288454,0.410779082,0.240234792,0.010138741,0.010779082,0.227272727,12018,9.54,6.83,4.44,3.84,1.22
E02000621,Lambeth 004,Lambeth,8,0.682360969,11724,0.05313886,0.219605347,0.194302992,0.373094256,0.186499185,0.011506376,0.020232045,0.185815603,15301,6.12,4.2,3.29,3.25,0.93
E02000622,Lambeth 005,Lambeth,4,0.4459806,8969,0.048946371,0.211343407,0.194369696,0.396713615,0.23869533,0.011860638,0.00951322,0.221028396,10806,8.37,5.62,4.38,3.83,1.1
E02000623,Lambeth 006,Lambeth,4,0.492914356,8115,0.070979667,0.266203129,0.298981872,0.466583229,0.298873592,0.010262829,0.007133917,0.241305891,10637,8.87,5.43,4.74,3.82,1.2
E02000624,Lambeth 007,Lambeth,6,0.673174015,8913,0.050375855,0.239608218,0.234352604,0.515797392,0.342778335,0.012412237,0.006770311,0.242060692,11398,9.25,5.99,4.83,4.11,1.1
E02000625,Lambeth 008,Lambeth,3,0.357781753,8385,0.050327967,0.285470502,0.307411019,0.509149623,0.334170554,0.012558306,0.008132998,0.289684991,12147,8.44,5.52,4.48,3.75,0.98
E02000626,Lambeth 009,Lambeth,8,0.948204338,8437,0.043854451,0.314835471,0.348577803,0.647150946,0.482953861,0.013612818,0.003493555,0.262234043,10850,9.67,6.45,5.14,4.31,1.04
E02000627,Lambeth 010,Lambeth,3,0.300090027,9997,0.056016805,0.221604163,0.198456846,0.434019434,0.277713927,0.009612371,0.010657194,0.215713301,12791,9.26,5.68,4.55,4.06,1.04
E02000628,Lambeth 011,Lambeth,9,0.92175338,9764,0.061757476,0.267744049,0.345927058,0.608262255,0.416503956,0.016545062,0.009968143,0.283455675,13777,11.29,6.35,5.69,4.54,1.2
E02000629,Lambeth 012,Lambeth,2,0.215866163,9265,0.043820831,0.170546559,0.132928475,0.294365106,0.165836378,0.011624045,0.012398982,0.163034705,11426,6.89,4.09,3.32,3.78,0.84
E02000630,Lambeth 013,Lambeth,5,0.620116582,8063,0.05196577,0.171792153,0.114528102,0.256537297,0.135012386,0.007707129,0.010459675,0.122082585,9292,6.4,3.48,2.81,3.79,0.94
E02000631,Lambeth 014,Lambeth,5,0.530166472,9431,0.06308981,0.237237237,0.197197197,0.372622283,0.200634058,0.007246377,0.017889493,0.156782149,11326,8.8,6.48,4.13,4.34,1.09
E02000632,Lambeth 015,Lambeth,2,0.213219616,9380,0.03880597,0.167636787,0.11161234,0.29665826,0.175388819,0.006410256,0.011769651,0.173245614,12682,8.8,5.31,4.35,4.21,0.99
E02000633,Lambeth 016,Lambeth,3,0.327189443,9169,0.047660595,0.227068634,0.215308959,0.500115714,0.34054617,0.017819949,0.008678547,0.257546564,10593,8.35,4.68,4.2,3.99,0.97
E02000634,Lambeth 017,Lambeth,7,1.01744186,6880,0.06497093,0.206139256,0.172697779,0.392638037,0.253432661,0.01051709,0.013876716,0.204457364,8686,7.22,4.29,3.48,4.05,0.9
E02000635,Lambeth 018,Lambeth,8,0.866926745,9228,0.045405288,0.23923265,0.185630995,0.460085181,0.312001747,0.010592989,0.006333952,0.180094787,11075,8.3,4.86,3.84,4.32,1.11
E02000636,Lambeth 019,Lambeth,7,0.850753525,8228,0.052139037,0.137714863,0.081092012,0.183139154,0.078151591,0.008508967,0.015054326,0.056338028,9184,6.51,3.69,3.04,3.87,0.87
E02000637,Lambeth 020,Lambeth,5,0.552791598,9045,0.05196241,0.197978704,0.155206641,0.367560723,0.222055946,0.010360309,0.010245194,0.138597905,10172,7.49,4.12,3.68,4.08,0.93
E02000638,Lambeth 021,Lambeth,3,0.276803838,10838,0.051762318,0.255157034,0.235458093,0.465649626,0.298242069,0.016670034,0.008789654,0.22113164,11975,8.39,5.49,4.15,4.08,0.99
E02000639,Lambeth 022,Lambeth,2,0.242277408,8255,0.042156269,0.296155792,0.330804249,0.557211479,0.373814509,0.019583693,0.011331445,0.219575016,10686,8.08,5.52,3.81,4.02,0.96
E02000640,Lambeth 023,Lambeth,6,0.608951588,9853,0.060692175,0.179807867,0.123255392,0.283788228,0.14622383,0.026526362,0.018414995,0.107538218,11227,7.23,3.6,3.28,3.86,1.1
E02000641,Lambeth 024,Lambeth,4,0.457404231,8745,0.050200114,0.309690829,0.340867758,0.617496298,0.448114819,0.01321335,0.009910013,0.24009901,10783,8.7,5.29,4.28,4.11,1.21
E02000642,Lambeth 025,Lambeth,4,0.405844156,9856,0.069602273,0.231292517,0.18787515,0.378687162,0.218321562,0.008101371,0.019734109,0.157241379,11249,7.82,3.8,3.55,4.54,1.13
E02000643,Lambeth 026,Lambeth,5,0.52295785,9561,0.055538124,0.223189637,0.189212147,0.374955192,0.210060939,0.027840841,0.015891982,0.160872127,11284,7.5,5.3,3.65,3.55,1.01
E02000644,Lambeth 027,Lambeth,2,0.220799293,9058,0.052439832,0.235444658,0.189379399,0.408932715,0.232018561,0.019257541,0.01450116,0.137007874,10152,8.4,5.35,4.15,4.06,1.15
E02000645,Lambeth 028,Lambeth,3,0.306968178,9773,0.053514786,0.250203417,0.189788446,0.385365854,0.226607539,0.013636364,0.013747228,0.131252868,10931,8.61,5.01,3.93,4.49,1.19
E02000646,Lambeth 029,Lambeth,4,0.38420901,10411,0.064739218,0.226082212,0.191887959,0.3608157,0.145926982,0.04538976,0.039469356,0.141566265,11730,7.83,5.43,4.18,3.82,1.12
E02000647,Lambeth 030,Lambeth,10,1.076078769,9293,0.088346067,0.260308111,0.219528772,0.415301191,0.231050336,0.019922197,0.031121066,0.12849162,10069,8.91,5.73,4.28,4.26,1.24
E02000648,Lambeth 031,Lambeth,8,0.95272121,8397,0.067524116,0.289077213,0.283113622,0.555256065,0.384802978,0.010268258,0.015402387,0.225076186,9322,9.58,5.61,4.58,4.62,1.38
E02000649,Lambeth 032,Lambeth,5,0.368459838,13570,0.046573324,0.252422632,0.223351047,0.398801538,0.224040783,0.027546731,0.017529738,0.150175987,14502,8.87,5.54,4.75,4.13,1.28
E02000650,Lambeth 033,Lambeth,4,0.513149455,7795,0.053624118,0.247166757,0.217754992,0.438712284,0.285021552,0.009563578,0.012796336,0.18381113,9732,9.5,5.11,4.2,4.78,1.4
E02000651,Lambeth 034,Lambeth,3,0.329163924,9114,0.076475752,0.252650177,0.219964664,0.451984635,0.241997439,0.048771971,0.03550227,0.116607774,10131,9.35,5.22,5.07,4.37,1.35
E02000652,Lambeth 035,Lambeth,3,0.384221311,7808,0.085809426,0.291762673,0.293202765,0.596088551,0.30802662,0.070623387,0.085291321,0.184513007,9223,10.46,5.75,6.31,4.46,1.45
E02000653,Lewisham 001,Lewisham,9,0.791347929,11373,0.036050295,0.28426276,0.277173913,0.562148876,0.325491573,0.009363296,0.015566479,0.276011561,12907,7.85,6.09,4.05,3.83,0.99
E02000654,Lewisham 002,Lewisham,6,0.692520776,8664,0.044090489,0.340400119,0.343386085,0.659511106,0.39434173,0.012656657,0.009306366,0.297123016,10365,8.15,5.93,4.18,3.76,0.96
E02000655,Lewisham 003,Lewisham,13,1.390374332,9350,0.045454545,0.302080783,0.288616891,0.57334308,0.360989279,0.010721248,0.013645224,0.241416894,11206,9.37,6.13,4.44,4.41,1.01
E02000657,Lewisham 005,Lewisham,1,0.102417042,9764,0.044858664,0.266721379,0.24661469,0.471028861,0.272526988,0.012337519,0.009032827,0.205111821,11834,9.02,5.94,4.14,4.12,1.08
E02000658,Lewisham 006,Lewisham,1,0.112688754,8874,0.057358576,0.265911665,0.231483579,0.438657686,0.247654559,0.007938417,0.008539812,0.205960265,9982,10.24,6.58,4.83,4.85,1.19
E02000659,Lewisham 007,Lewisham,1,0.125203456,7987,0.066983849,0.214649034,0.163021363,0.360530077,0.188385085,0.006366117,0.019618033,0.135207497,8805,9.03,4.18,3.77,4.29,1.34
E02000660,Lewisham 008,Lewisham,4,0.469043152,8528,0.045262664,0.224080958,0.165840562,0.385862837,0.202649171,0.008913097,0.036890319,0.184727273,9639,9.86,5.85,4.17,4.44,1.3
E02000661,Lewisham 009,Lewisham,3,0.440463955,6811,0.100866246,0.201201201,0.129402129,0.231315043,0.099968464,0.006307159,0.01829076,0.106179286,7759,9.81,4.21,3.23,4.76,1.74
E02000662,Lewisham 010,Lewisham,3,0.340367597,8814,0.043453597,0.303827189,0.242779995,0.551234568,0.352962963,0.008888889,0.006666667,0.229978355,9725,8.47,6.11,4.14,4.63,1.02
E02000663,Lewisham 011,Lewisham,3,0.405076965,7406,0.062381853,0.260118587,0.216808456,0.45941062,0.240061162,0.006394217,0.027105922,0.16846473,7886,10.58,5.53,4.13,4.44,1.45
E02000664,Lewisham 012,Lewisham,8,0.55877628,14317,0.047984913,0.268111579,0.219345776,0.532232071,0.285757454,0.014000806,0.037369057,0.219014627,16501,9.65,5.44,4.16,4.64,1.37
E02000665,Lewisham 013,Lewisham,3,0.34348523,8734,0.071788413,0.237831603,0.179700115,0.336154624,0.169909045,0.009095503,0.013264275,0.136,9080,9.88,5.44,4.16,4.54,1.57
E02000666,Lewisham 014,Lewisham,7,0.950441276,7365,0.076306857,0.281610738,0.217986577,0.447889633,0.238082229,0.01789373,0.017210764,0.180269695,8055,9.76,6.46,4.37,4.95,1.53
E02000667,Lewisham 015,Lewisham,4,0.570450656,7012,0.0653166,0.268558326,0.192318716,0.418732782,0.223905724,0.019130701,0.019742883,0.08890331,7400,9.54,6,4.26,4.59,1.42
E02000668,Lewisham 016,Lewisham,3,0.400587528,7489,0.082788089,0.244641326,0.166333238,0.337539432,0.157127835,0.012167643,0.02478594,0.100250627,7687,10.52,4.59,4.2,4.5,1.65
E02000669,Lewisham 017,Lewisham,5,0.611246944,8180,0.059290954,0.240304369,0.186303387,0.493748337,0.293163075,0.014897579,0.020351157,0.164849262,8717,10.54,7.7,4.7,5.58,2.2
E02000670,Lewisham 018,Lewisham,6,0.902934537,6645,0.059593679,0.322222222,0.273063973,0.616760973,0.395779171,0.011469644,0.013610644,0.193570451,7257,11.02,6.96,5.15,4.51,1.65
E02000671,Lewisham 019,Lewisham,3,0.343327993,8738,0.063744564,0.243142418,0.175992978,0.377841247,0.219683446,0.008211353,0.01535166,0.146857143,9838,9.9,5.85,4.44,4.81,1.55
E02000672,Lewisham 020,Lewisham,6,0.602228245,9963,0.058315768,0.300299551,0.261607589,0.570610004,0.363972783,0.01492181,0.015518682,0.164335664,10981,10.42,6.35,4.94,4.52,1.56
E02000673,Lewisham 021,Lewisham,1,0.114982178,8697,0.06335518,0.240699238,0.158673241,0.341825902,0.1749719,0.007368553,0.019233171,0.107142857,8730,8.6,4.93,3.54,4.65,1.29
E02000674,Lewisham 022,Lewisham,5,0.576967459,8666,0.076852066,0.286697248,0.2245158,0.557454772,0.361447286,0.009856519,0.016094822,0.125536481,9142,12.84,7.21,5.66,4.98,1.6
E02000675,Lewisham 023,Lewisham,4,0.445632799,8976,0.084670232,0.286530224,0.205140409,0.36079961,0.171014139,0.012067284,0.026206728,0.17139738,9146,11.29,5.78,5.17,4.38,1.6
E02000676,Lewisham 024,Lewisham,3,0.361054278,8309,0.070646287,0.259099617,0.187260536,0.411772332,0.236224556,0.011020355,0.011409309,0.142939481,8908,9.43,6.03,4.07,4.65,1.43
E02000677,Lewisham 025,Lewisham,4,0.532765051,7508,0.086840703,0.28575573,0.230925442,0.566328657,0.343658842,0.019586054,0.019030421,0.159210526,7857,12.1,7.03,6.06,5.19,1.85
E02000678,Lewisham 026,Lewisham,4,0.583856371,6851,0.074149759,0.327181853,0.276047674,0.480039428,0.314112042,0.008542796,0.010514211,0.19704142,6999,10.92,6.04,5.07,5.26,1.56
E02000679,Lewisham 027,Lewisham,5,0.598086124,8360,0.069856459,0.293029151,0.21166033,0.437444655,0.262745098,0.01315623,0.014168248,0.230470914,9065,9.37,6.57,3.82,4.89,1.3
E02000680,Lewisham 028,Lewisham,5,0.65027962,7689,0.065288074,0.294135708,0.222597482,0.429531182,0.261428363,0.010077406,0.015627282,0.204558738,7544,10.96,8.02,4.61,5.1,1.58
E02000681,Lewisham 029,Lewisham,6,0.686655985,8738,0.08331426,0.331942126,0.298553144,0.500247097,0.336298493,0.008648382,0.010378058,0.193887297,9784,11.66,7.82,5.03,5.72,1.75
E02000682,Lewisham 030,Lewisham,4,0.444395067,9001,0.080991001,0.332932692,0.290564904,0.523401127,0.307767704,0.010659152,0.011761823,0.251141553,9802,11.89,6.68,6.29,5.57,2.06
E02000683,Lewisham 031,Lewisham,3,0.46253469,6486,0.089423373,0.30620438,0.285766423,0.392613284,0.247827436,0.007138423,0.012880199,0.233082707,7358,12.69,6.51,5.8,5.21,2.07
E02000685,Lewisham 033,Lewisham,8,0.947530499,8443,0.080540092,0.276851599,0.231757311,0.42935278,0.261492382,0.005860138,0.017450189,0.183751363,8658,11.24,7.8,4.69,5.17,1.66
E02000686,Lewisham 034,Lewisham,3,0.402955003,7445,0.062726662,0.356174423,0.324661048,0.528663374,0.35264182,0.005089059,0.010627152,0.232954545,8249,11.61,7.79,5.1,5.9,1.81
E02000687,Lewisham 035,Lewisham,11,1.301159215,8454,0.084220487,0.27753304,0.223373931,0.406384052,0.227100681,0.009084027,0.025359576,0.197822142,8754,12.06,7.61,4.85,6.1,1.83
E02000689,Merton 001,Merton,1,0.12025012,8316,0.05952381,0.182684166,0.117273497,0.199442964,0.028820538,0.038144829,0.030152579,0.054187192,10440,7.16,2.75,2.75,3.63,1.34
E02000690,Merton 002,Merton,4,0.718778077,5565,0.185085355,0.142232817,0.084624553,0.167963225,0.009016973,0.016619519,0.026520509,0.023323615,6994,8.11,1.73,2.09,3.76,1.69
E02000691,Merton 003,Merton,2,0.266595575,7502,0.07171421,0.181818182,0.112446157,0.212844287,0.034769566,0.025088628,0.033269703,0.065618592,8917,6.75,2.27,2.77,3.43,1.44
E02000692,Merton 004,Merton,4,0.510986203,7828,0.126980072,0.145945946,0.07972973,0.200078309,0.01357348,0.017488906,0.035891412,0.026646928,10199,7.18,1.86,2.15,3.58,1.47
E02000693,Merton 005,Merton,6,0.639386189,9384,0.058290708,0.23787802,0.183307991,0.346342527,0.073367492,0.060721683,0.05363567,0.12745098,11593,7.6,3.78,4.17,3.8,1.34
E02000694,Merton 006,Merton,2,0.21896212,9134,0.060324064,0.192861147,0.131377313,0.230584192,0.045360825,0.022451317,0.03906071,0.077211796,10852,7.2,2.76,3.44,3.76,1.48
E02000695,Merton 007,Merton,4,0.476871722,8388,0.091678588,0.280292315,0.26096181,0.600699891,0.194400869,0.099312176,0.073005913,0.18797954,10469,9.14,4.68,5.04,3.59,1.39
E02000696,Merton 008,Merton,7,0.875656743,7994,0.052664498,0.292339168,0.269379404,0.466427156,0.150644202,0.061694747,0.050545094,0.235836627,9847,8.65,4.35,4.72,3.67,1.33
E02000697,Merton 009,Merton,1,0.112233446,8910,0.05342312,0.17191601,0.099550056,0.223682609,0.018985031,0.022757697,0.045150298,0.046683047,10522,7.29,2.84,2.96,3.74,1.46
E02000698,Merton 010,Merton,3,0.375281461,7994,0.123092319,0.174667002,0.095501382,0.178480041,0.015481064,0.016504606,0.039918117,0.042951542,9964,7.45,2.99,2.52,3.66,1.51
E02000699,Merton 011,Merton,1,0.120627262,8290,0.082750302,0.187702966,0.114526954,0.177916504,0.017167382,0.017687606,0.032904149,0.051106428,9891,7.87,3.22,3.02,3.99,1.61
E02000700,Merton 012,Merton,8,0.945738267,8459,0.055325689,0.285216988,0.288001857,0.429794934,0.153679131,0.057177322,0.032569361,0.277356446,10176,9.3,3.73,4.82,3.86,1.58
E02000701,Merton 013,Merton,9,1.06546703,8447,0.080501953,0.324018127,0.300855992,0.581511407,0.19759981,0.054301331,0.056796578,0.294782141,10567,10.79,5.03,5.72,3.7,1.53
E02000702,Merton 014,Merton,3,0.344273583,8714,0.066444801,0.316798196,0.299605411,0.525268395,0.268263943,0.054595444,0.032862006,0.250341375,10189,11.31,5.67,5.95,4.22,1.88
E02000703,Merton 015,Merton,3,0.376222724,7974,0.125407575,0.227352572,0.154830615,0.278083067,0.033354633,0.052779553,0.049840256,0.062273277,9439,8.64,4.12,4.08,4.1,1.84
E02000704,Merton 016,Merton,11,1.324822353,8303,0.088763098,0.223432637,0.164962205,0.238698011,0.043141307,0.022991475,0.028158099,0.115584416,10167,8.19,3.53,3.1,3.86,1.67
E02000705,Merton 017,Merton,11,1.295336788,8492,0.092439943,0.294755421,0.272314675,0.591826686,0.270433284,0.078778927,0.087395372,0.224409449,10667,11.4,6.46,5.97,4.38,1.87
E02000706,Merton 018,Merton,2,0.21310602,9385,0.063505594,0.327019205,0.34964483,0.531667635,0.237536316,0.052178966,0.031260895,0.26184739,11142,11.41,5.2,5.9,4.17,1.77
E02000707,Merton 019,Merton,5,0.670780789,7454,0.072310169,0.332828589,0.334342823,0.58348918,0.372161368,0.041544216,0.028853861,0.300965361,9439,11.83,7.83,5.92,4.35,1.85
E02000708,Merton 020,Merton,5,0.589831308,8477,0.102276749,0.237163251,0.176375777,0.309920348,0.027999035,0.036326334,0.036567705,0.1067694,10476,10.9,4.41,4.37,4.64,2.22
E02000709,Merton 021,Merton,5,0.650872169,7682,0.131866701,0.264004019,0.200200955,0.241397221,0.033112583,0.050642774,0.040644072,0.105882353,8814,9.21,4.25,4.02,4.06,1.89
E02000710,Merton 022,Merton,9,1.05361742,8542,0.120814797,0.296576953,0.278547165,0.409292832,0.143714732,0.054028095,0.040100852,0.262697979,9840,11.92,5.72,6.29,4.39,1.93
E02000711,Merton 023,Merton,4,0.451161741,8866,0.074667268,0.293326436,0.265907915,0.402549645,0.060063741,0.114488845,0.033954401,0.227249619,10706,9.36,5.48,5.76,3.87,1.89
E02000712,Merton 024,Merton,4,0.462160601,8655,0.100404391,0.306762093,0.269002962,0.33505569,0.083476863,0.070731427,0.024687105,0.251339764,10411,11.08,6.36,5.77,4.8,2.21
E02000713,Merton 025,Merton,3,0.40371417,7431,0.126093393,0.284638554,0.235190763,0.210947931,0.046595461,0.036048064,0.021628838,0.133198107,8359,11.77,6.7,5.02,5.3,2.38
E02000714,Newham 001,Newham,3,0.362756953,8270,0.048730351,0.314529005,0.321979776,0.68793803,0.268658552,0.206074019,0.077339235,0.274120318,9894,8.14,6,4.54,3.7,1.21
E02000715,Newham 002,Newham,22,2.827036751,7782,0.060267283,0.329501916,0.3348659,0.818859233,0.199566454,0.32732692,0.141986181,0.261502347,8865,9.2,7.39,7.25,4.23,1.69
E02000716,Newham 003,Newham,10,1.271617497,7864,0.059384537,0.288520149,0.318658991,0.761626326,0.174462877,0.297797117,0.167391896,0.259039396,9322,9.53,7.29,6.98,4.4,1.79
E02000717,Newham 004,Newham,3,0.347061546,8644,0.047778806,0.29734909,0.300223571,0.843722997,0.158869275,0.367485496,0.184421676,0.285777385,10382,9.56,7.64,7.15,4.45,1.78
E02000718,Newham 005,Newham,0,0,7563,0.047732381,0.350461133,0.349582784,0.827147867,0.240794857,0.301139684,0.126826417,0.309122352,8789,9.52,7.79,7.04,4.41,1.77
E02000719,Newham 006,Newham,10,1.143249114,8747,0.06402195,0.311048737,0.329420771,0.641918208,0.242210321,0.197054528,0.067307692,0.25090036,10005,8.81,5.96,5,3.91,1.3
E02000720,Newham 007,Newham,3,0.379362671,7908,0.064618108,0.293251534,0.279447853,0.779633837,0.133769878,0.322597889,0.220366163,0.228195283,9896,9.5,7.12,6.37,4.54,1.72
E02000721,Newham 008,Newham,8,0.807999192,9901,0.050802949,0.3086453,0.343118772,0.845421624,0.145266425,0.329125711,0.253905846,0.261149056,13089,9.44,6.85,6.82,4.38,1.7
E02000722,Newham 009,Newham,6,0.69637883,8616,0.047005571,0.291280589,0.298645759,0.597738877,0.204230489,0.152808169,0.080841235,0.262199089,10320,7.98,5.09,4.57,3.27,1.17
E02000723,Newham 010,Newham,9,0.800355714,11245,0.060738106,0.262048193,0.263206673,0.915660377,0.071792453,0.308679245,0.397924528,0.260093168,14492,11.35,8.52,8.26,4.75,2.19
E02000724,Newham 011,Newham,9,0.899910009,10001,0.057694231,0.297125484,0.306246545,0.881465746,0.102496017,0.344131705,0.318746681,0.273403839,12271,10.9,7.88,7.72,4.12,2
E02000725,Newham 012,Newham,4,0.390586857,10241,0.041792794,0.279614042,0.266680353,0.584272195,0.213609734,0.11762055,0.07706174,0.293081761,11482,7.7,5.24,4.27,3.33,1.11
E02000726,Newham 013,Newham,5,0.200248308,24969,0.016900957,0.269662921,0.254341164,0.600652272,0.212887989,0.129667117,0.083783176,0.192459714,24142,5.24,5.34,3.12,3.18,0.73
