objectid,wd16cd,wd16nm,wd16nmw,lad16cd,lad16nm,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
317,E05000361,Hounslow West, ,E09000018,Hounslow,512567,175570,-0.38080001,51.46791077,1564599.849,6155.18643
318,E05000362,Isleworth, ,E09000018,Hounslow,516094,175250,-0.33015001,51.46432114,2126637.458,6550.100312
319,E05000363,Osterley and Spring Grove, ,E09000018,Hounslow,515208,177597,-0.34213001,51.48559189,6152668.296,10734.43742
320,E05000364,Syon, ,E09000018,Hounslow,517093,177049,-0.31518,51.48028183,2762636.621,8173.556667
321,E05000365,Turnham Green, ,E09000018,Hounslow,519675,178753,-0.27744001,51.49505997,1700207.46,6893.906645
322,E05000366,Barnsbury, ,E09000019,Islington,531071,183811,-0.11149,51.53799057,722095.6563,3896.569102
323,E05000367,Bunhill, ,E09000019,Islington,532281,182438,-0.09456,51.52537155,1147869.15,5406.28927
324,E05000368,Caledonian, ,E09000019,Islington,530558,183901,-0.11884,51.53892136,1243463.239,4788.953415
325,E05000369,Canonbury, ,E09000019,Islington,532445,184332,-0.09149,51.54235077,763347.9453,3653.934628
326,E05000370,Clerkenwell, ,E09000019,Islington,531202,182644,-0.11003,51.52746964,1022471.441,4645.430934
327,E05000371,Finsbury Park, ,E09000019,Islington,530812,186416,-0.11425,51.56145859,1057356.392,4069.856156
328,E05000372,Highbury East, ,E09000019,Islington,531832,185104,-0.10003,51.54943085,906069.6311,4763.744535
329,E05000373,Highbury West, ,E09000019,Islington,531299,185856,-0.10744,51.55630875,1035715.24,4539.02503
330,E05000374,Hillrise, ,E09000019,Islington,529640,187394,-0.13079,51.57051849,756014.8275,3753.905084
331,E05000375,Holloway, ,E09000019,Islington,530486,185379,-0.11933,51.55221939,1079248.459,4117.727601
332,E05000376,Junction, ,E09000019,Islington,529423,186419,-0.13427,51.56180954,1127908.169,4201.170005
333,E05000377,Mildmay, ,E09000019,Islington,532770,185225,-0.08647,51.5503006,860249.1816,4005.248517
334,E05000378,St George's, ,E09000019,Islington,529755,185733,-0.12974,51.5555687,845780.8739,4117.534694
335,E05000379,St Mary's, ,E09000019,Islington,531543,184121,-0.10457,51.54066849,1000985.189,4902.681256
336,E05000380,St Peter's, ,E09000019,Islington,532044,183547,-0.09756,51.53538895,739986.1826,4092.472376
337,E05000381,Tollington, ,E09000019,Islington,530411,187047,-0.1198,51.56721878,748383.6198,3707.311528
338,E05000400,Alexandra, ,E09000021,Kingston upon Thames,520047,166637,-0.27618,51.38608932,2678575.397,6905.501737
339,E05000401,Berrylands, ,E09000021,Kingston upon Thames,518942,167293,-0.29183999,51.3922081,1322681.669,5478.817981
340,E05000402,Beverley, ,E09000021,Kingston upon Thames,521766,168663,-0.25080001,51.40393066,1853617.668,7439.454619
341,E05000403,Canbury, ,E09000021,Kingston upon Thames,518594,170117,-0.29589,51.4176712,1238517.664,4998.646877
342,E05000404,Chessington North and Hook, ,E09000021,Kingston upon Thames,517881,164742,-0.30792001,51.36951065,1884286.743,6655.032311
343,E05000405,Chessington South, ,E09000021,Kingston upon Thames,517928,162408,-0.30802,51.34851837,7634353.508,12137.18023
344,E05000406,Coombe Hill, ,E09000021,Kingston upon Thames,520621,170839,-0.26651001,51.42372894,4246544.133,10881.56549
345,E05000407,Coombe Vale, ,E09000021,Kingston upon Thames,520476,169259,-0.26912999,51.40956116,1711280.031,5217.003353
346,E05000408,Grove, ,E09000021,Kingston upon Thames,518272,168633,-0.30102,51.40439987,2119170.752,7848.037718
347,E05000409,Norbiton, ,E09000021,Kingston upon Thames,519406,168947,-0.28461999,51.40697861,1417571.733,4818.797496
348,E05000410,Old Malden, ,E09000021,Kingston upon Thames,521537,166612,-0.25479001,51.38554001,1718904.039,6735.908669
349,E05000411,St James, ,E09000021,Kingston upon Thames,521383,167395,-0.25674,51.39260864,2197936.603,7363.147627
350,E05000412,St Mark's, ,E09000021,Kingston upon Thames,517845,167545,-0.30750999,51.39471054,1406617.841,6591.370969
351,E05000413,Surbiton Hill, ,E09000021,Kingston upon Thames,518376,166571,-0.30021,51.38584137,1736561.671,5483.849571
352,E05000414,Tolworth and Hook Rise, ,E09000021,Kingston upon Thames,519013,165300,-0.29148,51.37429047,2461493.772,7281.080632
353,E05000415,Tudor, ,E09000021,Kingston upon Thames,518256,170806,-0.30052,51.42393112,1661893.379,6867.569804
354,E05000416,Bishop's, ,E09000022,Lambeth,531037,179672,-0.11351,51.50080109,1250341.489,4734.560374
355,E05000417,Brixton Hill, ,E09000022,Lambeth,530487,174260,-0.12343,51.45228958,1079067.512,5186.8729
356,E05000418,Clapham Common, ,E09000022,Lambeth,529420,174624,-0.13864,51.45581055,1409831.661,4689.439733
357,E05000419,Clapham Town, ,E09000022,Lambeth,529177,175721,-0.14173999,51.46572113,1091520.986,4338.139671
358,E05000420,Coldharbour, ,E09000022,Lambeth,531478,175651,-0.10866,51.46456146,1224391.165,4562.920316
359,E05000421,Ferndale, ,E09000022,Lambeth,530864,175676,-0.11748,51.46493149,798403.503,4728.583627
360,E05000422,Gipsy Hill, ,E09000022,Lambeth,532816,171711,-0.09089,51.42884064,1501891.767,5650.818001
361,E05000423,Herne Hill, ,E09000022,Lambeth,531951,175062,-0.10207,51.45915985,2080709.949,7680.502429
362,E05000424,Knight's Hill, ,E09000022,Lambeth,531666,171709,-0.10742,51.42908859,1630191.145,5267.468413
363,E05000425,Larkhall, ,E09000022,Lambeth,530066,176160,-0.12879001,51.46945953,981653.0984,4501.212991
364,E05000426,Oval, ,E09000022,Lambeth,530879,177660,-0.11653,51.48276138,1474296.119,5381.746479
365,E05000427,Prince's, ,E09000022,Lambeth,531058,178476,-0.11365,51.49005127,836373.7115,4602.805724
366,E05000428,St Leonard's, ,E09000022,Lambeth,529945,171692,-0.13217001,51.42934036,1402392.1,6497.201836
367,E05000429,Stockwell, ,E09000022,Lambeth,530309,176635,-0.12512,51.47367859,837394.6716,4918.330998
368,E05000430,Streatham Hill, ,E09000022,Lambeth,530431,173054,-0.12468,51.4414711,1243947.569,5006.252449
369,E05000431,Streatham South, ,E09000022,Lambeth,530011,170368,-0.13169999,51.41741943,1653605.437,6435.191394
370,E05000432,Streatham Wells, ,E09000022,Lambeth,530706,171771,-0.1212,51.42987061,1407110.419,6135.948648
371,E05000433,Thornton, ,E09000022,Lambeth,529594,173802,-0.13643999,51.44837952,912362.2568,4409.864008
372,E05000434,Thurlow Park, ,E09000022,Lambeth,532082,173172,-0.10089,51.44213867,1494875.359,4970.465834
373,E05000435,Tulse Hill, ,E09000022,Lambeth,531080,174027,-0.11499,51.4500618,1063437.028,5232.363742
374,E05000436,Vassall, ,E09000022,Lambeth,531379,176885,-0.10963,51.4756813,1192695.494,4126.48144
375,E05000437,Bellingham, ,E09000023,Lewisham,537448,172042,-0.02417,51.43070984,3089494.962,8927.720403
376,E05000438,Blackheath, ,E09000023,Lewisham,538957,175950,-0.00095,51.46546173,2484709.102,7665.889248
377,E05000439,Brockley, ,E09000023,Lewisham,537011,176314,-0.0288,51.46921158,1726762.983,5224.534573
378,E05000440,Catford South, ,E09000023,Lewisham,538608,172997,-0.00712,51.43901062,1826068.902,6168.736925
379,E05000441,Crofton Park, ,E09000023,Lewisham,536395,174248,-0.03846,51.45079041,1749331.807,5935.467177
380,E05000442,Downham, ,E09000023,Lewisham,539005,171303,-0.00208,51.4236908,2630454.597,7796.479261
381,E05000443,Evelyn, ,E09000023,Lewisham,536526,178155,-0.03507,51.48587036,1733107.868,5692.978886
382,E05000444,Forest Hill, ,E09000023,Lewisham,534978,173025,-0.05931,51.44013977,1891524.348,6622.768229
383,E05000445,Grove Park, ,E09000023,Lewisham,540665,172592,0.022289,51.43487167,2518960.854,9294.778861
384,E05000446,Ladywell, ,E09000023,Lewisham,537158,175193,-0.02712,51.45909882,1563269.143,5539.398299
385,E05000447,Lee Green, ,E09000023,Lewisham,539528,174471,0.006682,51.45203018,1732356.233,6062.705473
386,E05000448,Lewisham Central, ,E09000023,Lewisham,538501,174552,-0.00805,51.45301056,2044477.6,8766.836342
387,E05000449,New Cross, ,E09000023,Lewisham,535887,177612,-0.04447,51.48114014,1919966.534,7136.902898
388,E05000450,Perry Vale, ,E09000023,Lewisham,536103,172588,-0.0433,51.43593979,1536682.324,4933.533791
389,E05000451,Rushey Green, ,E09000023,Lewisham,537714,173709,-0.0197,51.44562912,1810723.643,6684.545139
390,E05000452,Sydenham, ,E09000023,Lewisham,535154,171698,-0.05728,51.42816925,1761031.688,6539.655757
391,E05000453,Telegraph Hill, ,E09000023,Lewisham,535875,176219,-0.04518,51.46863174,1422430.269,6046.540715
392,E05000454,Whitefoot, ,E09000023,Lewisham,539538,172643,0.006106,51.43560028,2085065.296,8312.862976
393,E05000455,Abbey, ,E09000024,Merton,525861,169831,-0.19154,51.41352844,1416401.646,4973.558978
394,E05000456,Cannon Hill, ,E09000024,Merton,524298,168461,-0.21449,51.40156174,2012704.978,5787.16049
395,E05000457,Colliers Wood, ,E09000024,Merton,527239,170365,-0.17155001,51.41801834,1235925.561,4717.396493
396,E05000458,Cricket Green, ,E09000024,Merton,528055,167906,-0.16069999,51.39574051,2760654.476,10275.075
397,E05000459,Dundonald, ,E09000024,Merton,524512,169841,-0.21093,51.41392136,1015667.786,5444.771371
398,E05000460,Figge's Marsh, ,E09000024,Merton,528248,169379,-0.1574,51.40893936,1129872.954,5105.249877
399,E05000461,Graveney, ,E09000024,Merton,528651,170114,-0.15133999,51.41545105,961047.7407,4582.335743
400,E05000462,Hillside, ,E09000024,Merton,524181,170518,-0.21545,51.42007828,1105719.55,5644.99032
401,E05000463,Lavender Fields, ,E09000024,Merton,527163,169547,-0.17293,51.41069031,1185403.097,4488.278623
402,E05000464,Longthornton, ,E09000024,Merton,529368,169377,-0.14131001,51.40866089,1592341.489,6576.564746
403,E05000465,Lower Morden, ,E09000024,Merton,523813,166981,-0.22197001,51.38837051,1665411.919,5414.658541
404,E05000466,Merton Park, ,E09000024,Merton,525222,168997,-0.20102,51.40618134,1928062.242,6058.425554
405,E05000467,Pollards Hill, ,E09000024,Merton,529376,168198,-0.14162,51.39807129,2004901.17,6435.449529
406,E05000468,Ravensbury, ,E09000024,Merton,526636,167860,-0.18110999,51.39564896,1919118.442,6751.556945
407,E05000469,Raynes Park, ,E09000024,Merton,522776,169444,-0.23602,51.41072845,2054135.049,6346.039548
408,E05000470,St Helier, ,E09000024,Merton,525226,167584,-0.20146,51.39347839,1910100.995,6977.067661
409,E05000471,Trinity, ,E09000024,Merton,525714,170779,-0.19332001,51.42208099,990394.0064,4508.712822
410,E05000472,Village, ,E09000024,Merton,523024,171098,-0.23187999,51.42554092,6118722.407,10819.00658
411,E05000473,West Barnes, ,E09000024,Merton,522870,168052,-0.23514999,51.39820099,1957860.059,5940.760735
412,E05000474,Wimbledon Park, ,E09000024,Merton,525436,171956,-0.1969,51.43272018,2413992.18,7706.264652
413,E05000475,Beckton, ,E09000025,Newham,543657,181747,0.069023,51.51638031,5727301.874,10646.62568
414,E05000476,Boleyn, ,E09000025,Newham,541637,183316,0.040561,51.5309906,902358.1411,3989.415269
415,E05000477,Canning Town North, ,E09000025,Newham,539361,182293,0.007367,51.52236176,2501776.744,6491.644226
416,E05000478,Canning Town South, ,E09000025,Newham,539907,181061,0.014742,51.5111618,1849750.14,8151.059425
417,E05000479,Custom House, ,E09000025,Newham,541237,181261,0.033975,51.51261902,2051981.877,6021.185314
418,E05000480,East Ham Central, ,E09000025,Newham,542407,183542,0.051745,51.53282928,961005.0074,4085.968464
419,E05000481,East Ham North, ,E09000025,Newham,542472,184650,0.05313,51.54277039,934421.3667,4793.157784
420,E05000482,East Ham South, ,E09000025,Newham,542982,182708,0.059691,51.52518845,1870349.668,6622.502975
421,E05000483,Forest Gate North, ,E09000025,Newham,540346,185550,0.022852,51.5513916,1267337.733,5334.359469
422,E05000484,Forest Gate South, ,E09000025,Newham,539885,184884,0.015943,51.54552078,1141970.773,5017.962686
423,E05000485,Green Street East, ,E09000025,Newham,541402,184500,0.03765,51.54169083,643037.352,3869.448699
424,E05000486,Green Street West, ,E09000025,Newham,540765,184319,0.028399,51.54021835,825504.7802,4201.331847
425,E05000487,Little Ilford, ,E09000025,Newham,542591,185806,0.055312,51.55311966,1836391.874,6779.253325
426,E05000488,Manor Park, ,E09000025,Newham,541859,185285,0.044552,51.54862976,1459828.598,5620.054292
427,E05000489,Plaistow North, ,E09000025,Newham,540451,183309,0.023472,51.53121948,920828.2494,5180.700462
428,E05000490,Plaistow South, ,E09000025,Newham,541108,182513,0.032618,51.52391052,1352516.853,4695.403342
429,E05000491,Royal Docks, ,E09000025,Newham,542011,180183,0.044688,51.50273895,3229492.84,9611.479496
430,E05000492,Stratford and New Town, ,E09000025,Newham,538428,184068,-0.00537,51.53853989,4202179.352,9108.596268
431,E05000493,Wall End, ,E09000025,Newham,543185,184003,0.063141,51.53676987,1410340.914,4982.00661
432,E05000494,West Ham, ,E09000025,Newham,539613,183706,0.011556,51.53499985,1379844.532,4904.02988
433,E05000495,Aldborough, ,E09000026,Redbridge,546280,190122,0.110278,51.59096146,8367818.319,14103.14564
434,E05000496,Barkingside, ,E09000026,Redbridge,543392,189053,0.068181,51.58209991,1619214.463,5428.617128
435,E05000497,Bridge, ,E09000026,Redbridge,541908,191950,0.047948,51.60850143,2435457.787,7091.669184
436,E05000498,Chadwell, ,E09000026,Redbridge,547235,188324,0.1233,51.57455826,1451616.233,5552.360799
437,E05000499,Church End, ,E09000026,Redbridge,540149,190778,0.022095,51.59841156,1503351.297,5603.801885
438,E05000500,Clayhall, ,E09000026,Redbridge,542372,189245,0.053548,51.58407974,2573905.703,7465.065489
439,E05000501,Clementswood, ,E09000026,Redbridge,544413,186216,0.081742,51.55635071,1199346.916,5197.399875
440,E05000502,Cranbrook, ,E09000026,Redbridge,542958,187625,0.061341,51.56938171,2464594.322,7115.279405
441,E05000503,Fairlop, ,E09000026,Redbridge,544374,190945,0.083122,51.59885025,3406487.839,11627.97864
442,E05000504,Fullwell, ,E09000026,Redbridge,543334,190341,0.06787,51.59368896,2390016.971,7129.396256
443,E05000505,Goodmayes, ,E09000026,Redbridge,546383,186574,0.110287,51.55905151,1612728.053,8052.674646
444,E05000506,Hainault, ,E09000026,Redbridge,546990,192308,0.121436,51.61042023,5785874.664,13159.64359
445,E05000507,Loxford, ,E09000026,Redbridge,543907,185278,0.074065,51.54804993,1277666.947,6101.802842
446,E05000508,Mayfield, ,E09000026,Redbridge,545479,185971,0.097006,51.55387115,1944449.247,5937.962818
447,E05000509,Monkhams, ,E09000026,Redbridge,540274,192654,0.024649,51.61523819,3079561.187,8131.751126
448,E05000510,Newbury, ,E09000026,Redbridge,544624,187965,0.085502,51.57201004,2230200.693,8863.786698
449,E05000511,Roding, ,E09000026,Redbridge,541347,190293,0.039185,51.59376144,2319413.766,7555.16205
450,E05000512,Seven Kings, ,E09000026,Redbridge,546526,188120,0.112992,51.57291031,2000941.094,7323.15678
451,E05000513,Snaresbrook, ,E09000026,Redbridge,540242,188800,0.022648,51.58061981,1904441.155,7220.492308
452,E05000514,Valentines, ,E09000026,Redbridge,543621,187029,0.070657,51.5638504,1602784.807,6304.11951
453,E05000515,Wanstead, ,E09000026,Redbridge,541052,187677,0.03388,51.57032013,4997891.236,11112.65704
454,E05000516,Barnes, ,E09000027,Richmond upon Thames,522528,177191,-0.2369,51.48041153,3025032.042,6748.15314
455,E05000517,East Sheen, ,E09000027,Richmond upon Thames,520858,174041,-0.26201001,51.45246124,5678565.336,10756.78652
456,E05000518,Fulwell and Hampton Hill, ,E09000027,Richmond upon Thames,514614,171210,-0.35275,51.42831039,1995167.753,6592.654598
457,E05000519,"Ham, Petersham and Richmond Riverside", ,E09000027,Richmond upon Thames,518355,172475,-0.29854,51.43891144,9256429.196,15367.16197
458,E05000520,Hampton, ,E09000027,Richmond upon Thames,516027,168882,-0.33320001,51.40710068,6836153.626,16679.15612
459,E05000521,Hampton North, ,E09000027,Richmond upon Thames,513016,171175,-0.37573999,51.42832184,2051558.311,5690.524551
460,E05000522,Hampton Wick, ,E09000027,Richmond upon Thames,517064,170551,-0.31773999,51.42189026,2560251.47,8929.344015
461,E05000523,Heathfield, ,E09000027,Richmond upon Thames,513340,173549,-0.37031999,51.44958878,1752859.169,7727.336579
462,E05000524,Kew, ,E09000027,Richmond upon Thames,518872,176737,-0.28968,51.47711182,3539789.333,8180.140007
463,E05000525,Mortlake and Barnes Common, ,E09000027,Richmond upon Thames,521361,175939,-0.25413001,51.46940994,2053851.431,7090.78326
464,E05000526,North Richmond, ,E09000027,Richmond upon Thames,518499,175644,-0.29541001,51.46736145,2892603.028,9287.330601
465,E05000527,St Margarets and North Twickenham, ,E09000027,Richmond upon Thames,516452,174391,-0.32528001,51.45653152,1872375.515,7514.549739
466,E05000528,South Richmond, ,E09000027,Richmond upon Thames,518911,174472,-0.28988001,51.45674133,2726802.172,7357.212243
467,E05000529,South Twickenham, ,E09000027,Richmond upon Thames,515512,172619,-0.33938,51.44078827,1695657.222,5704.718727
468,E05000530,Teddington, ,E09000027,Richmond upon Thames,515869,170560,-0.33491999,51.42221069,4210929.717,10223.46882
469,E05000531,Twickenham Riverside, ,E09000027,Richmond upon Thames,517038,173742,-0.31705999,51.45056915,2014105.711,6467.636034
470,E05000532,West Twickenham, ,E09000027,Richmond upon Thames,514147,172481,-0.35905999,51.43983078,2440923.148,6412.147377
471,E05000533,Whitton, ,E09000027,Richmond upon Thames,514317,173978,-0.35613,51.45325089,1684150.589,6519.355319
472,E05000534,Brunswick Park, ,E09000028,Southwark,533082,176861,-0.08513,51.47505951,925157.8787,4220.153398
473,E05000535,Camberwell Green, ,E09000028,Southwark,532343,177037,-0.0957,51.4768219,922308.7156,4568.827515
474,E05000536,Cathedrals, ,E09000028,Southwark,531989,179859,-0.09974,51.5022583,1644242.819,5730.654129
475,E05000537,Chaucer, ,E09000028,Southwark,532686,179585,-0.0898,51.49962997,750874.0066,4154.003682
476,E05000538,College, ,E09000028,Southwark,533700,172042,-0.07805,51.43161011,3345324.51,8705.709393
477,E05000539,East Dulwich, ,E09000028,Southwark,533925,174652,-0.07383,51.45500946,917466.461,4791.189964
478,E05000540,East Walworth, ,E09000028,Southwark,533387,178338,-0.08018,51.48825836,1214366.104,6271.271921
479,E05000541,Faraday, ,E09000028,Southwark,532858,177881,-0.08797,51.48427963,929333.2613,3703.107777
480,E05000542,Grange, ,E09000028,Southwark,533505,179091,-0.0782,51.49499893,1144515.99,5936.62488
481,E05000543,Livesey, ,E09000028,Southwark,534596,177716,-0.06301,51.48239136,1421897.958,6548.969562
482,E05000544,Newington, ,E09000028,Southwark,531937,178171,-0.10112,51.48709869,809568.3977,4172.471308
483,E05000545,Nunhead, ,E09000028,Southwark,535224,176393,-0.05448,51.47034836,1349727.207,6744.271473
484,E05000546,Peckham, ,E09000028,Southwark,533891,177240,-0.07334,51.47827911,857545.609,4487.697036
485,E05000547,Peckham Rye, ,E09000028,Southwark,535274,174766,-0.05438,51.45571899,2207602.49,6708.586506
486,E05000548,Riverside, ,E09000028,Southwark,534196,179605,-0.06805,51.49945831,1123116.454,5762.024486
487,E05000549,Rotherhithe, ,E09000028,Southwark,535376,179355,-0.05116,51.49692917,1530620.743,5344.071986
488,E05000550,South Bermondsey, ,E09000028,Southwark,534310,178504,-0.06683,51.4895401,931655.0679,4222.442596
489,E05000551,South Camberwell, ,E09000028,Southwark,533354,175716,-0.08164,51.46471024,1353864.454,5935.399517
490,E05000552,Surrey Docks, ,E09000028,Southwark,536135,179733,-0.04009,51.50014114,1345399.154,5427.631249
491,E05000553,The Lane, ,E09000028,Southwark,534354,176083,-0.06712,51.46776962,1313979.606,5798.508788
492,E05000554,Village, ,E09000028,Southwark,532925,174176,-0.08839,51.4509697,2780682.409,7508.847721
493,E05000555,Beddington North, ,E09000029,Sutton,529747,165763,-0.13718,51.37609863,4958119.727,9782.103731
494,E05000556,Beddington South, ,E09000029,Sutton,530114,163217,-0.13283999,51.35313034,2995475.985,8107.906938
495,E05000557,Belmont, ,E09000029,Sutton,525922,162515,-0.19326,51.34777069,2428606.92,7378.273186
496,E05000558,Carshalton Central, ,E09000029,Sutton,527550,164411,-0.16921,51.36444855,2003262.62,6901.005126
497,E05000559,Carshalton South and Clockhouse, ,E09000029,Sutton,527970,162212,-0.16396999,51.34458923,7207190.939,12855.5265
498,E05000560,Cheam, ,E09000029,Sutton,524367,162746,-0.21549,51.35018921,4018321.371,11660.55968
499,E05000561,Nonsuch, ,E09000029,Sutton,522703,165096,-0.23857,51.37166977,1847114.108,7605.908604
500,E05000562,St Helier, ,E09000029,Sutton,526792,166324,-0.17941,51.38180923,1465218.162,5684.677165
501,E05000563,Stonecot, ,E09000029,Sutton,524707,166047,-0.20946001,51.37977982,2013293.945,5616.344966
502,E05000564,Sutton Central, ,E09000029,Sutton,525997,164415,-0.19151001,51.36483002,1255210.448,4911.202736
503,E05000565,Sutton North, ,E09000029,Sutton,525856,165606,-0.19311,51.37556076,1805557.2,5165.280175
504,E05000566,Sutton South, ,E09000029,Sutton,526236,163439,-0.18842,51.35599899,1141718.5,4880.372775
505,E05000567,Sutton West, ,E09000029,Sutton,525284,163808,-0.20196,51.3595314,1823342.83,6368.031335
506,E05000568,The Wrythe, ,E09000029,Sutton,527431,165603,-0.1705,51.37517929,1583549.697,5740.071473
507,E05000569,Wallington North, ,E09000029,Sutton,528854,164718,-0.15038,51.36690903,1723357.397,5697.637544
508,E05000570,Wallington South, ,E09000029,Sutton,528999,163274,-0.14882,51.35390091,1652860.086,5326.485184
509,E05000571,Wandle Valley, ,E09000029,Sutton,527924,166527,-0.16308001,51.38338089,2059765.02,7371.183345
510,E05000572,Worcester Park, ,E09000029,Sutton,523177,166070,-0.23142,51.3803215,2275656.614,5986.111441
511,E05000590,Cann Hall, ,E09000031,Waltham Forest,539677,186400,0.013546,51.55918884,783696.0158,3880.864595
512,E05000591,Cathall, ,E09000031,Waltham Forest,538696,186001,-0.00075,51.55585098,1190393.328,4634.776537
513,E05000592,Chapel End, ,E09000031,Waltham Forest,537644,190618,-0.01411,51.5975914,1981363.572,5537.359745
514,E05000593,Chingford Green, ,E09000031,Waltham Forest,538849,194979,0.005001,51.63647842,3835821.902,8500.017206
515,E05000594,Endlebury, ,E09000031,Waltham Forest,537911,193900,-0.00896,51.62702179,2020861.423,5727.144722
516,E05000595,Forest, ,E09000031,Waltham Forest,538779,188281,0.001343,51.57632065,1960601.904,6441.513319
517,E05000596,Grove Green, ,E09000031,Waltham Forest,538490,186807,-0.0034,51.56314087,808230.8463,3762.766996
518,E05000597,Hale End and Highams Park, ,E09000031,Waltham Forest,538907,190916,0.00423,51.59996033,2264983.33,7896.300977
519,E05000598,Hatch Lane, ,E09000031,Waltham Forest,539310,192424,0.010643,51.61341095,2330579.411,7674.983117
520,E05000599,High Street, ,E09000031,Waltham Forest,535210,188424,-0.05007,51.57846832,3064267.498,8501.146717
521,E05000600,Higham Hill, ,E09000031,Waltham Forest,536187,190787,-0.03506,51.59946823,3220279.531,7993.58458
522,E05000601,Hoe Street, ,E09000031,Waltham Forest,537739,189049,-0.01335,51.58346939,1002418.905,4525.980621
523,E05000602,Larkswood, ,E09000031,Waltham Forest,538001,192550,-0.0082,51.61486816,1823018.374,6127.93256
524,E05000603,Lea Bridge, ,E09000031,Waltham Forest,536295,187367,-0.03483,51.56871033,2737489.463,7265.261292
525,E05000604,Leyton, ,E09000031,Waltham Forest,537483,186699,-0.01796,51.56241989,2132055.649,6443.490217
526,E05000605,Leytonstone, ,E09000031,Waltham Forest,539213,187504,0.007294,51.56922913,1452375.518,4628.528298
527,E05000606,Markhouse, ,E09000031,Waltham Forest,536667,188294,-0.02911,51.57695007,1343204.18,5616.828714
528,E05000607,Valley, ,E09000031,Waltham Forest,536786,192434,-0.02578,51.61412048,2052398.322,6105.200666
529,E05000608,William Morris, ,E09000031,Waltham Forest,536913,189857,-0.02495,51.59093094,944683.6056,5295.2512
530,E05000609,Wood Street, ,E09000031,Waltham Forest,538815,189490,0.002339,51.58716965,1976318.145,5925.025652
531,E05000610,Balham, ,E09000032,Wandsworth,528396,174189,-0.15353,51.45212936,1234360.989,5525.222517
532,E05000611,Bedford, ,E09000032,Wandsworth,528695,172287,-0.14992,51.43497086,1801410.168,6121.492287
533,E05000612,Earlsfield, ,E09000032,Wandsworth,526322,172508,-0.18396001,51.43748856,1382136.618,6397.976115
534,E05000613,East Putney, ,E09000032,Wandsworth,524511,174442,-0.20933001,51.45526886,1676111.018,6872.044555
535,E05000614,Fairfield, ,E09000032,Wandsworth,525925,174728,-0.18888,51.45753098,1473836.479,6645.825299
536,E05000615,Furzedown, ,E09000032,Wandsworth,528817,171246,-0.14855,51.42559052,1500322.6,4839.542799
537,E05000616,Graveney, ,E09000032,Wandsworth,527818,171159,-0.16294,51.42502975,970354.552,3986.22098
538,E05000617,Latchmere, ,E09000032,Wandsworth,527186,175919,-0.17031001,51.46794891,1138907.754,5373.233581
539,E05000618,Nightingale, ,E09000032,Wandsworth,528046,173158,-0.15894,51.44293976,1157978.52,4579.309569
540,E05000619,Northcote, ,E09000032,Wandsworth,527671,174636,-0.1638,51.45631027,1686167.988,6456.977691
541,E05000620,Queenstown, ,E09000032,Wandsworth,528646,176905,-0.14895,51.47647858,2937447.937,8181.672405
542,E05000621,Roehampton and Putney Heath, ,E09000032,Wandsworth,522399,173116,-0.24017,51.44380951,4611631.629,12080.50649
543,E05000622,St Mary's Park, ,E09000032,Wandsworth,526863,176608,-0.17472,51.47422028,967602.4016,5837.922092
544,E05000623,Shaftesbury, ,E09000032,Wandsworth,527982,175717,-0.15893,51.46596146,966238.1479,3902.289186
545,E05000624,Southfields, ,E09000032,Wandsworth,525267,173486,-0.19879,51.44651031,1657447.21,5569.021593
546,E05000625,Thamesfield, ,E09000032,Wandsworth,523495,175630,-0.22352999,51.46617126,1946241.309,6778.846509
547,E05000626,Tooting, ,E09000032,Wandsworth,527087,171754,-0.17323001,51.43053818,1602040.426,5505.426358
548,E05000627,Wandsworth Common, ,E09000032,Wandsworth,526797,173678,-0.17670999,51.44789886,2775646.036,7522.84638
549,E05000628,West Hill, ,E09000032,Wandsworth,524196,173319,-0.21425,51.44525146,1712242.315,5266.216799
550,E05000629,West Putney, ,E09000032,Wandsworth,522945,174764,-0.23174,51.45851135,1876874.975,6010.490851
551,E05000630,Abbey Road, ,E09000033,Westminster,526334,183257,-0.17995,51.53408813,1032350.541,4220.303177
552,E05000631,Bayswater, ,E09000033,Westminster,525483,181289,-0.19291,51.51659012,646047.4407,3202.943157
553,E05000632,Bryanston and Dorset Square, ,E09000033,Westminster,527554,181754,-0.16291,51.52030945,716019.0022,3915.840395
554,E05000633,Churchill, ,E09000033,Westminster,528475,178311,-0.15090001,51.48915863,557432.8494,3562.920881
555,E05000634,Church Street, ,E09000033,Westminster,527022,182086,-0.17046,51.5234108,450460.5355,2987.883207
556,E05000635,Harrow Road, ,E09000033,Westminster,525011,182475,-0.19929001,51.52735901,456882.9865,3473.394877
557,E05000636,Hyde Park, ,E09000033,Westminster,526894,181230,-0.17261,51.51575089,946413.6286,4240.329455
558,E05000637,Knightsbridge and Belgravia, ,E09000033,Westminster,527232,179754,-0.16827001,51.50241089,3592969.925,9448.358803
559,E05000638,Lancaster Gate, ,E09000033,Westminster,526051,180979,-0.18483999,51.5136795,596304.5591,3280.023864
560,E05000639,Little Venice, ,E09000033,Westminster,526176,182160,-0.18262,51.5242691,602993.05,3525.579582
561,E05000640,Maida Vale, ,E09000033,Westminster,525723,182783,-0.18892001,51.52996826,678708.2509,3401.70895
