ID,Borough,Ward,Constituency,Turnout,Ward Level Electorate,Winner,Sadiq Aman Khan - Labour Party,% Children aged 0-15,% Working-age 16-64,% Older people aged 65+,Median Age 2013,Population density 2013,% BAME 2011,% Not Born in UK 2011,General Fertility Rate 2013,Male life expectancy 2009_13,Female life expectancy 2009-13 ,% children in reception obese 2011_14,% children year 6 obese- 2011_14,"Rate Ambulance Incidents per 1,000 population - 2014",In employment (16-64) 2011,Number of jobs in area - 2013,Rate new migrant workers - 2011/12,No properties sold 2014,Median Household income 2012/13,% semi-detached houses 2011,% Households Private Rented 2011,% dwellings CT bands A or B 2015,"% dwellings CT bands F, G or H - 2015",Rate Claimant Housing Benefit 2015,Rate JobSeekers Allowance 2015,% dependent children in out-of-work households 2014,% Households No adults Employment dependent children 2011,% Lone parents no employment 2011,Average GCSE capped point scores 2014,% No qualifications 2011,% Level 4 and above qualifications 2011,Crime rate 2014_15,% area that is open space - 2014,Average Public Transport Accessibility score 2014,Turnout at Mayoral election 2012
1,Bexley,Barnehurst,Bexley & Bromley,"2,758","6,886",Zac Goldsmith,588,18.66867811,62.04978314,19.28153875,41,3672.4,9.8,8,70.25641026,79.53363992,85.3511619,9.066666667,24.84848485,126.8236865,4958,2200,5.925925926,228,38200,54.8,8.3,6.741573034,4.494382022,5.843453168,1.448995363,11.02040816,3.330970943,38.01369863,326.2982456,23.1,20.1,46.46121949,35.97805192,3.135915766,35.06703993
2,Bexley,Belvedere,Bexley & Bromley,"2,675","7,506",Zac Goldsmith,957,23.17485898,63.9081386,12.91700242,35,3828.1,28.4,20.4,70.56603774,78.11875411,86.86703455,11.79673321,28.37209302,122.3506744,5439,3800,18.54304636,246,33510,25.8,18.6,23.93822394,1.351351351,12,2.425614489,21.57142857,6.147795487,42.57602862,306.1392638,23.7,21.9,61.96354124,33.13320693,2.752564148,31.93379088
3,Bexley,Blackfen And Lamorbey,Bexley & Bromley,"3,011","6,974",Zac Goldsmith,613,18.34733894,62.59570495,19.05695612,42,6352.9,7.3,7.1,55.5,82.87659278,87.6472574,8.498583569,20,84.38544374,5157,1100,2.857142857,182,40780,50.4,8.1,3.044496487,5.854800937,2.941526736,1.125070317,7.2,1.996151996,26.72064777,332.8385185,22.4,19.3,28.75695733,9.484078371,2.051587362,35.88755708
4,Bexley,Blendon And Penhill,Bexley & Bromley,"3,050","6,993",Zac Goldsmith,546,17.97364834,62.57155838,19.45479328,41,5285.7,9.5,7.8,57.56097561,82.56566362,86.05067195,9.695290859,15.78947368,80.26363308,5336,1500,3.03030303,208,40340,46.8,8.1,2.974828375,13.50114416,2.982987649,0.825536599,5.68627451,2.199101442,28.35820896,340.1451852,21.5,19.6,37.66937669,13.77061563,2.0657379,38.66311659
5,Bexley,Brampton,Bexley & Bromley,"3,311","6,902",Zac Goldsmith,707,16.55978876,60.10939268,23.33081856,45,5350,13.1,10.4,54.44444444,82.8954875,87.03918981,6.111111111,23.7012987,96.54205607,4995,1700,4.580152672,146,40790,73,5.7,4.988123515,6.888361045,2.855136906,0.903070439,5.555555556,1.946647441,34.09090909,325.3616822,22.9,20.7,26.34045744,9.101076785,2.665178931,41.21306376
6,Bexley,Christchurch,Bexley & Bromley,"2,854","6,920",Zac Goldsmith,702,18.09540574,63.33392008,18.57067418,41,4500,13.4,11.5,62.27272727,80.39635989,82.77561602,11.76470588,14.23487544,162.3434705,5368,8800,7.194244604,197,40190,46.9,14.2,5.831533477,10.79913607,4.983760779,1.686190983,12.70833333,2.779645819,33.4519573,342.8740157,21,24.9,97.50687605,17.29058481,3.422257225,34.93053587
7,Bexley,Colyers,Bexley & Bromley,"2,208","6,287",Zac Goldsmith,581,22.25245787,62.73700843,15.01053371,36,7093.8,17.7,12.3,60,78.30446509,84.74320886,11.06094808,26.64907652,111.8111717,4951,800,9.219858156,131,34450,50.7,7,18.42751843,1.71990172,9.746359793,2.304147465,17.21311475,7.228371358,51.93482688,298.2969231,25.1,18.1,39.48876157,12.98571756,2.0485193,27.98634812
8,Bexley,Cray Meadows,Bexley & Bromley,"2,693","6,958",Zac Goldsmith,661,20.84251344,61.45236626,17.7051203,39,1583.3,11,9.9,70,79.84265517,83.6373365,14.01425178,25.3968254,132.6601671,4952,7200,3.571428571,175,35530,44.4,9.3,14.49275362,7.867494824,11.23287671,1.750506726,19.49152542,5.523688124,49.29906542,324.9230216,25.1,22.2,54.25606753,61.65163173,2.315611368,31.64325843
9,Bexley,Crayford,Bexley & Bromley,"2,550","7,624",Zac Goldsmith,687,20.85252491,64.57583117,14.57164392,37,2925,11.7,10,69.58333333,79.51077399,84.05707007,10.13513514,19.55922865,118.0243212,5236,7300,6.015037594,264,34900,40.9,10.5,24.81617647,0.183823529,10.54735547,2.015191443,16.41791045,4.764916719,42.07920792,301.3769784,25.3,18.6,62.15800274,41.65727741,2.0535666,30.45735129
10,Bexley,Danson Park,Bexley & Bromley,"2,806","6,768",Zac Goldsmith,634,18.29013188,63.75625284,17.95361528,40,4092.6,16.2,13.2,55.81395349,81.17725996,83.0585029,11.46666667,22.91666667,125.6139713,5217,2800,4.929577465,158,38580,46.4,11.2,8.278867102,8.932461874,6.07347876,1.187214612,11.83673469,3.368515607,34.51327434,337.0016667,23,21.6,54.02465555,36.35789075,2.937262131,34.24579413
11,Bexley,East Wickham,Bexley & Bromley,"2,698","6,842",Zac Goldsmith,680,18.4,62.44545455,19.15454545,41,5022.7,16.9,13.4,51.9047619,81.32796904,84.67348799,10.86956522,22.96918768,118.065562,5028,1300,14.61538462,150,36260,59.3,9.5,8.924485126,2.517162471,7.021178637,1.506307663,14.8,3.396674584,34.64052288,331.8702899,26.4,18.8,40.46085458,26.83866525,2.454414115,32.2145766
12,Bexley,Erith,Bexley & Bromley,"2,269","6,800",Sadiq Aman Khan,861,25.14656453,63.26115845,11.59227703,33,2614.6,31.4,23.1,74.64285714,79.18680091,84.82620368,13.38983051,29.90654206,140.128424,5266,6000,24.46043165,171,33160,19.9,20.5,27.75665399,2.47148289,14.59167117,2.879403794,20.1369863,8.284263959,53.65853659,312.2408,23.6,22.6,82.26632522,44.6231465,2.5523982,26.96706628
13,Bexley,Falconwood And Welling,Bexley & Bromley,"3,000","6,991",Zac Goldsmith,649,18.18431408,65.15054452,16.66514139,40,6470.6,15.4,12.4,50.69767442,80.25367251,86.15648155,10.43478261,24.92753623,73.69183415,5362,1800,9.655172414,180,39000,58,9.5,3.755868545,2.816901408,2.828541497,1.060632844,6.041666667,2.331794996,27.23404255,335.6210526,22.1,19.6,47.73617564,0.693056613,2.384968756,35.82842725
14,Bexley,Lesnes Abbey,Bexley & Bromley,"2,542","6,743",Zac Goldsmith,813,20.25139665,63.29434358,16.45425978,39,4791.7,31,23.3,63.04347826,81.71312246,83.98523673,13.33333333,22.42268041,102.0034843,5023,700,19.44444444,156,35630,40.6,10.3,29.84749455,2.614379085,9.554794521,2.233804914,16.44067797,5.105239588,40.83129584,303.0125926,23.8,22.5,59.75853383,36.9875038,2.779491628,32.86808976
15,Bexley,Longlands,Bexley & Bromley,"3,087","6,739",Zac Goldsmith,720,16.38183363,62.41148145,21.20668492,42,4096.2,9.4,9.9,53.80952381,81.43099016,82.09202589,8.214285714,17.44186047,254.7160868,4882,3600,5.511811024,240,40880,39.4,10.7,9.347826087,14.7826087,5.836890068,1.164144354,10.75,2.321428571,37.16814159,348.6740385,20.9,27.1,34.20333553,28.88739177,2.652284057,37.97787425
16,Bexley,North End,Bexley & Bromley,"1,986","6,801",Sadiq Aman Khan,763,26.72566372,62.68857986,10.58575643,32,2070.2,27,18.8,78.18181818,75.56649045,81.87557392,15.16587678,22.7571116,134.3953902,4584,3700,15,244,29930,27.5,14.3,29.9389002,0,19.27233429,3.886729595,28.51351351,11.07752105,53.67741935,285.7090909,28.8,19.5,81.23463071,65.30013103,2.592034146,25.57692308
17,Bexley,Northumberland Heath,Bexley & Bromley,"2,686","6,884",Zac Goldsmith,697,19.47456993,63.61256545,16.91286462,40,5972.2,14.5,9.8,63.80952381,79.46897399,86.13643458,10.99744246,22.48803828,91.56803376,5016,1800,5,137,37130,56.1,8.9,10.07025761,1.8735363,6.629431763,1.830795914,14.71698113,4.20084514,40.06024096,324.7898649,23.3,17.8,42.06216267,13.63537545,2.143141561,34.5686161
18,Bexley,Sidcup,Bexley & Bromley,"3,343","7,221",Zac Goldsmith,697,15.86420315,64.23955584,19.89624101,42,4092.6,10.1,10.6,52.09302326,79.97995343,82.89192319,10.42345277,18.39622642,140.7293735,5150,6000,7.518796992,212,41220,31.8,16.6,8.333333333,24.3902439,4.949548593,1.255830642,7.111111111,2.158433467,31.42857143,347.6792453,19.1,27.2,50.50321879,25.78599514,3.215069096,40.91969801
19,Bexley,St Mary's,Bexley & Bromley,"3,278","7,064",Zac Goldsmith,596,17.7200796,59.89765943,22.38226097,43,2420.5,8.4,8.1,57.83783784,81.82859896,88.23130936,8.66873065,14.41048035,113.6470367,4934,2000,3.937007874,183,44010,38.2,9.1,3.947368421,24.78070175,3.037916857,0.836586726,4.6,1.655011655,29.94652406,358.7084034,18.9,27,33.17312223,46.8131011,2.630202734,41.96072851
20,Bexley,St Michael's,Bexley & Bromley,"2,826","7,024",Zac Goldsmith,701,20.4110686,64.02704867,15.56188273,39,8071.4,17.3,11.6,52.88888889,80.49540914,84.88774174,9.090909091,21.99074074,71.37765104,5423,1100,6.382978723,161,38510,82.3,6.1,5.911330049,1.477832512,4.141104294,1.172861783,8.5,3.229844767,32,327.2227848,21.8,19.1,29.95657183,5.900145192,2.16793809,34.50574387
21,Bexley,Thamesmead East,Bexley & Bromley,"1,962","6,279",Sadiq Aman Khan,945,27.80838323,64.75848303,7.433133733,32,2583.3,52.7,38.1,77.62711864,78.25165051,81.70757619,17.08278581,28,93.92871132,4997,4100,42.95774648,91,32100,13.1,19,56.30252101,0,17.86482509,3.733820113,19.50617284,9.385254868,46.45550528,304.610828,20.8,28.2,54.93173924,70.48505893,2.573495051,27.65840974
22,Bromley,Bickley,Bexley & Bromley,"4,531","9,300",Zac Goldsmith,921,19.37678155,60.2682042,20.35501425,43,3132.7,14.5,15.7,57.85714286,80.01768076,83.15453457,7.310704961,12.53918495,128.8199648,7004,4300,6.914893617,315,47190,21.5,11.4,3.144654088,47.48427673,4.001636661,1.020130577,5.205479452,2.111613876,35.61151079,359.2688889,14.5,40.7,36.53146126,21.50412865,2.375334913,33.20537428
23,Bromley,Biggin Hill,Bexley & Bromley,"2,901","6,679",Zac Goldsmith,365,18.00273064,62.40491516,19.5923542,42,1222.9,4.1,5.1,61.62162162,82.7923727,86.28045384,7.977207977,14.14473684,71.84252598,5104,2600,0.724637681,197,40930,27.3,5.7,1.228501229,16.70761671,3.28760351,0.660128253,8.4,2.199488491,26.5060241,311.6208,18.3,23,44.83908948,72.65042712,1.813515766,32.75427996
24,Bromley,Bromley Common And Keston,Bexley & Bromley,"4,150","10,063",Zac Goldsmith,966,20.70238022,62.15019374,17.14742604,40,1897.6,12.8,12.1,64.40677966,81.26609084,85.05334603,10.54545455,17.8197065,121.8808777,6930,5600,4.568527919,375,40510,33.3,9.5,4.136947218,23.68045649,7.597296667,1.275200389,11.19047619,4.54179417,40.36363636,341.6916667,20.5,28.3,52.97803658,58.59526494,2.324135933,31.20705743
25,Bromley,Bromley Town,Bexley & Bromley,"4,742","10,765",Zac Goldsmith,1580,20.84856958,65.67541407,13.47601635,36,4797.3,18.5,19.9,68.60759494,79.31217543,83.71340651,5.838041431,13.29639889,157.8385065,8832,23200,16.22807018,359,43460,25.2,22.7,8.690176322,18.13602015,6.71818435,1.177163037,8.214285714,2.845967089,36.83083512,339.7354086,13.1,41,138.9853287,17.61519826,3.811136343,32.69706337
26,Bromley,Chelsfield And Pratts Bottom,Bexley & Bromley,"4,751","9,411",Zac Goldsmith,912,19.08623952,60.65828602,20.25547445,43,1166.7,9.7,9.7,57.30769231,84.29653821,86.46911694,4.21686747,11.27982646,85.97594314,6957,3600,3.03030303,248,44850,40.5,7.1,3.015075377,28.97822446,2.76205181,0.752599891,5.571428571,1.578044597,25,363.7434783,16.4,33.2,40.26255244,68.38189537,2.059468412,38.89426886
27,Bromley,Chislehurst,Bexley & Bromley,"4,384","9,599",Zac Goldsmith,889,18.70774831,59.84789392,21.44435777,43,1461.5,12,12.7,71.11111111,80.99255864,83.14387664,6.015037594,15.51155116,110.7189542,6732,4800,4.712041885,324,46250,20.8,11.4,2.067946824,44.60856721,3.788794841,0.812347685,5.833333333,2.399737015,38.5665529,343.3982906,15.8,38,55.22358658,59.07615222,2.134534227,32.34593122
28,Bromley,Clock House,Bexley & Bromley,"4,970","9,973",Sadiq Aman Khan,2107,21.56495694,66.02396106,12.41108199,37,6869.6,20.6,17.3,73.8028169,79.84153606,85.21349673,7.132018209,16.5374677,99.6397068,8308,3400,10.82251082,386,41650,20.6,17.8,11.18690314,7.912687585,7.665066499,1.372118551,8.684210526,3.231415737,36.73469388,338.1915493,15.2,38.3,46.02036967,16.23477989,3.954252643,34.7046946
29,Bromley,Copers Cope,Bexley & Bromley,"4,723","10,033",Zac Goldsmith,1434,15.79442771,67.58910643,16.61646586,38,4772.7,17.4,20.3,69.31506849,79.69950761,84.11221688,7.774798928,13.30049261,107.5512076,8569,4900,12.01716738,505,43170,6.7,27.7,7.75462963,18.51851852,6.692229779,0.895208004,11.2,2.801085884,43.62745098,335.5402778,12.1,45,70.53231939,16.74077653,3.271929155,32.26885403
30,Bromley,Cray Valley East,Bexley & Bromley,"3,036","9,085",Zac Goldsmith,814,22.6793049,60.26540284,17.05529226,38,1176.7,14.6,12.3,75.9375,79.20468445,83.38864162,9.090909091,22.17821782,129.0687445,6623,7300,9.756097561,309,32230,39.2,11.1,10.19830028,2.83286119,12.5,2.080536913,23.45238095,8.023307934,51.85643564,296.9125,27.9,19.6,102.2194039,76.23644173,2.127478481,22.97033221
31,Bromley,Cray Valley West,Bexley & Bromley,"3,099","10,021",Zac Goldsmith,775,23.63477246,61.19603267,15.16919487,37,4371.8,13.9,10.9,67.42857143,77.95485355,84.82576159,8.404558405,18.25396825,115.245386,6947,4600,4.433497537,228,31740,44.3,6.1,14.06025825,8.177905308,14.24187584,2.384327877,24.42105263,7.910271547,51.32947977,302.9659794,28.5,18.7,71.51217228,23.37727788,2.291184432,23.11180739
32,Bromley,Crystal Palace,Bexley & Bromley,"3,289","7,610",Sadiq Aman Khan,1754,20.68141525,71.07839359,8.240191166,34,5478.3,38.1,30.3,63.23529412,77.23180675,81.38203766,9.56937799,23.80952381,131.2649165,6215,1900,31.54761905,319,34060,5.7,29.7,36.03053435,1.526717557,17.88999617,2.964560032,24.81481481,7.018979058,47.77777778,286.6927711,16.9,38.1,90.03771213,49.1911377,4.562356888,28.81317433
33,Bromley,Darwin,Bexley & Bromley,"1,604","3,349",Zac Goldsmith,203,18.37003576,57.44400527,24.18595897,46,181,4.8,6.1,60,82.16394262,83.31067178,11.39240506,15.44117647,118.6538462,2293,1500,2.985074627,80,42810,20.2,9.4,6.481481481,42.12962963,2.741020794,0.615763547,5.2,2.017291066,36.08247423,337.3666667,21.9,26.9,43.85798367,88.53038497,1.324718063,33.63348747
34,Bromley,Farnborough And Crofton,Bexley & Bromley,"4,838","9,565",Zac Goldsmith,862,17.32283465,58.5234538,24.15371156,45,2121.4,9.5,10,51.02040816,82.62474994,88.01522348,4.418604651,15.13944223,139.5741805,6412,6600,3.191489362,245,44590,32.2,6.7,3.470031546,38.32807571,3.846153846,0.675980171,5.441176471,2.180989583,29.94505495,355.2761905,18.1,31,42.96375983,48.92054787,2.499465368,36.91925253
35,Bromley,Hayes And Coney Hall,Bexley & Bromley,"5,067","10,504",Zac Goldsmith,1026,18.49643472,61.99901647,19.50454881,43,1500,8.3,8.7,49.62962963,81.43674026,86.64910758,7.386363636,12.04819277,82.47358608,7529,3700,4.188481675,240,45660,58.6,7.8,2.53968254,34.92063492,2.231333281,0.812906453,3.846153846,1.669394435,24.3902439,348.7661538,15.7,31.8,35.04773637,68.90886579,2.349995051,37.51998721
36,Bromley,Kelsey And Eden Park,Bexley & Bromley,"4,749","10,163",Zac Goldsmith,1234,18.59834955,62.95726075,18.4443897,42,3105.8,16,13.6,54.13793103,82.84127522,87.69313937,7.083333333,15.18987342,121.5143121,7470,4100,7.804878049,265,44700,24.4,10.6,4.229607251,27.34138973,3.955559058,1.070394157,5.82278481,2.083986211,28.65013774,355.1067416,17.1,33.8,59.92971207,42.69571075,2.710584424,34.68373003
37,Bromley,Mottingham And Chislehurst North,Bexley & Bromley,"2,288","6,165",Zac Goldsmith,662,23.1090803,62.48298658,14.40793311,36,4250,18.4,15.1,72.44444444,78.34586292,82.24958637,11.05990783,22.6519337,116.1577116,4313,1200,9.62962963,162,32330,25.4,10.5,13.27433628,5.309734513,16.10703718,3.447576556,25.17857143,8.033826638,51.30111524,296.0565217,26,22.1,92.98228443,43.97617847,2.514984225,26.72656564
38,Bromley,Orpington,Bexley & Bromley,"4,516","9,958",Zac Goldsmith,910,18.53506029,59.50360493,21.96133478,43,3616.3,12.6,11.9,63.92857143,82.55131745,85.4988773,9.161793372,19.527897,135.3887399,6648,6100,7.142857143,227,38090,50.2,8,4.36746988,20.03012048,7.077791213,1.320177877,17.10144928,4.431477685,46.49681529,328.558,22.3,27.1,89.57227799,24.64642729,2.850628817,35.77462409
39,Bromley,Penge And Cator,Bexley & Bromley,"4,822","10,381",Sadiq Aman Khan,2325,21.86313909,67.60995758,10.52690333,36,5883.3,34.6,25.8,72.53012048,79.65379837,84.80130829,10.44045677,25.21551724,124.8080719,8475,5000,19.34156379,314,36090,20.4,20.3,25.90738423,7.509386733,14.25807838,2.736755138,18.62068966,6.16527633,41.89031505,323.3430303,17,36.5,89.94142825,24.89471283,4.156462996,32.83149505
40,Bromley,Petts Wood And Knoll,Bexley & Bromley,"4,989","8,909",Zac Goldsmith,879,18.29957776,59.01381235,22.68660989,45,3220.9,9.2,10.6,64.88888889,83.69512691,88.05757604,6.060606061,9.523809524,79.56706158,6258,2700,5.357142857,237,48530,53.4,6.9,0.534759358,50.98039216,1.93098516,0.603682463,3.278688525,1.505968779,27.60180995,357.2307692,15.2,36,43.04088525,24.34924288,2.805037666,42.02079154
41,Bromley,Plaistow And Sundridge,Bexley & Bromley,"4,251","9,631",Zac Goldsmith,1264,20.85232013,63.85341121,15.29426866,38,3850,19.3,16.9,72.61538462,77.51948981,82.10225405,9.225092251,14.87179487,112.9263213,7283,3800,9.223300971,330,39460,25,15.8,8.7517934,17.21664275,9.445618599,1.669345864,12.56756757,4.242609894,41.94139194,327.0585714,18.6,34.1,48.55184898,40.30667984,2.942841317,31.32984652
42,Bromley,Shortlands,Bexley & Bromley,"3,262","6,289",Zac Goldsmith,734,17.74639542,60.67548884,21.57811574,44,4020,15.6,16,57.05882353,86.10971384,88.05702957,3.908794788,11.67883212,91.19904316,4629,1100,7.751937984,174,48020,19,13.5,2.988505747,49.42528736,3.625264732,0.713412148,3.695652174,1.624462494,27.16049383,381.0427273,12.1,43.3,33.8005766,3.015871895,2.723820729,39.44324393
43,Bromley,West Wickham,Bexley & Bromley,"4,914","9,857",Zac Goldsmith,1023,17.08918954,61.9598056,20.95100486,45,3443.2,10.6,9.7,41.6,82.42755313,86.22021344,6.818181818,11.95219124,91.87749667,6917,3100,6.818181818,196,46210,46.7,7.4,3.389830508,41.69491525,2.445629178,0.694155213,3.098591549,1.417570879,20.81911263,369.8398936,15.2,32.5,33.86152936,31.82546745,2.160767639,37.81980917
44,Brent,Alperton,Brent & Harrow,"4,622","9,734",Sadiq Aman Khan,2291,19.78194163,70.13122674,10.08683162,33,7047.6,81.8,66.8,90.14492754,80.83753043,84.33595703,8.31792976,18.84920635,96.41240457,6753,9000,89.08045977,103,31250,23.8,29.6,13.33333333,0.416666667,10.14047045,2.041858091,11.4084507,4.980750722,47.52851711,318.5683871,22.1,26.2,69.11784695,17.74477955,2.966510576,36.95560699
45,Brent,Barnhill,Brent & Harrow,"3,887","10,030",Sadiq Aman Khan,1961,20.88845136,66.73229558,12.37925306,33,5366.7,69.7,56.5,82.22222222,77.93069185,80.78260638,10.84745763,25.14734774,124.4749197,6768,3700,73.22404372,159,34630,27.8,26.2,18.05555556,20.13888889,14.48074495,2.699987442,16.91358025,6.547068615,44.49064449,321.5930636,18.1,34.7,64.74864848,31.61679021,3.010850116,35.96361119
46,Brent,Brondesbury Park,Brent & Harrow,"3,137","7,497",Sadiq Aman Khan,1516,17.77861446,69.59337349,12.62801205,34,7794.1,43.8,47.2,48.18181818,82.4072318,85.68980852,8.282208589,22.90909091,120.5473169,6646,2000,88.57142857,196,40020,16.6,32,6.433823529,20.40441176,13.39832869,2.318287195,12.18181818,3.802922443,42.24422442,354.5699346,15.9,45,70.79579011,9.740002805,3.765928054,33.11735941
47,Brent,Dollis Hill,Brent & Harrow,"2,904","7,514",Sadiq Aman Khan,1504,24.08817929,63.71759191,12.1942288,32,5934.8,64.3,54.5,64.74576271,82.28584962,88.71667582,13.18681319,21.94244604,115.9442028,5254,6000,58.64197531,135,30990,30.1,23.5,6.153846154,5.494505495,16.10336019,3.807316669,17.77777778,9.169793621,52.50544662,298.0899441,24.4,25.1,67.28008833,26.63842659,2.861482992,31.87673655
48,Brent,Dudden Hill,Brent & Harrow,"3,668","8,828",Sadiq Aman Khan,1983,21.2078919,68.13423841,10.65786969,32,9117.6,55.9,56.2,63.2,83.91270239,85.51505816,15.64885496,26.68112798,117.981154,6936,3700,96.85863874,135,33470,29.5,34.2,13.71841155,7.400722022,16.52851459,4.104669061,17.01298701,8.041554444,51.08910891,311.5085938,19.8,31.7,88.20300898,11.59577825,3.440448456,35.37699505
49,Brent,Fryent,Brent & Harrow,"3,210","8,122",Sadiq Aman Khan,1445,20.46659597,66.83633793,12.6970661,34,5129.6,62.7,55.9,69,80.67352772,83.92101965,10.51587302,21.22641509,116.5012863,6015,4300,69.07894737,106,35590,44.4,26.8,4.615384615,7.032967033,9.91555176,1.629422719,8.985507246,4.915409236,45.68345324,326.9644295,20.3,29,58.35677703,39.25468297,2.845433974,32.19778968
50,Brent,Harlesden,Brent & Harrow,"3,118","9,178",Sadiq Aman Khan,2058,27.25922541,63.76670856,8.974066035,32,15772.7,67,52.9,85,78.13996224,82.91870546,15.7629256,29.30513595,128.1460577,6738,2200,92.15686275,184,27030,8.6,30.7,30.3649635,0.875912409,29.95362226,8.547541802,25.47368421,10.95581605,46.7486819,304.8822115,24.1,21.4,100.2589928,8.882545577,3.839064795,30.44878677
51,Brent,Kensal Green,Brent & Harrow,"3,246","8,142",Sadiq Aman Khan,1863,21.09141605,68.70477329,10.20381066,35,13681.8,52.3,50.2,74.08450704,79.72504213,90.04215851,11.55234657,27.07317073,120.3612802,7330,2000,116.1290323,149,34640,10.1,34.7,24.42244224,1.815181518,19.89220145,5.807555936,19.01408451,6.66336797,47.37678855,307.5737705,19.7,33.8,86.64188023,6.939815756,4.109946629,31.83611885
52,Brent,Kenton,Brent & Harrow,"3,401","8,020",Zac Goldsmith,1058,16.18994502,65.03067485,18.77938013,37,5413,70,53.9,62,83.27932204,91.63240231,5.828220859,21.57534247,100.3883823,5637,2900,37.03703704,107,42190,57,19.3,1.74563591,34.66334165,4.741938704,1.606629461,6,2.845318158,37.01298701,357.2243697,17.3,39.8,51.28824477,17.00082818,2.739812717,34.87709298
53,Brent,Kilburn,Brent & Harrow,"4,185","9,921",Sadiq Aman Khan,2490,19.46625697,71.11642199,9.417321042,33,19333.3,50,48.1,59.56989247,80.07288716,86.03929848,11.94029851,25.78475336,130.9652602,8518,3000,74.87437186,216,34270,2.5,28.8,30.83870968,3.612903226,19.47698175,4.6989721,22.53164557,5.837033168,47.1281296,319.2414286,17.1,39.9,79.3349442,11.11728361,5.502357913,32.83342766
54,Brent,Mapesbury,Brent & Harrow,"3,547","8,631",Sadiq Aman Khan,1778,17.21701063,73.36460288,9.418386492,33,11357.1,43.4,52.3,63.0952381,78.68194155,84.45255889,13.73493976,21.64948454,116.229845,8290,2200,122.5961538,189,36830,11.3,44.8,18.4496124,13.64341085,15.75488998,3.886729595,15.3125,4.550499445,44.89795918,314.080402,14.5,43.7,71.82983021,9.648889779,4.467012468,33.62190239
55,Brent,Northwick Park,Brent & Harrow,"3,436","8,521",Sadiq Aman Khan,1449,16.02102102,70.31531532,13.66366366,34,4888.9,68.8,53.3,54.6031746,80.68041183,84.85894743,11.49068323,20.9375,121.7751034,6055,6700,43.31550802,85,41100,46.3,19.2,2.985074627,25.62189055,5.955288371,1.666402158,9.215686275,2.947571877,36.72316384,345.7333333,13.4,40.3,64.73672213,32.00086793,2.687832234,29.70771977
56,Brent,Preston,Brent & Harrow,"3,673","9,374",Sadiq Aman Khan,1745,20.82592122,66.21982211,12.95425667,33,6541.7,70,57.3,68.61111111,79.99161168,85.35238957,12.95238095,23.82978723,106.8403491,6964,3900,76,131,35960,45.2,29.2,4.448742747,13.15280464,9.881390593,2.354172116,13.2,5.405405405,41.22340426,339.0653846,17.5,35.4,57.93033048,19.16543302,3.407097538,31.27996665
57,Brent,Queen's Park,Brent & Harrow,"3,950","8,958",Sadiq Aman Khan,1970,20.51017113,69.55117856,9.938650307,35,10300,37,41.9,62.82051282,80.03603339,89.52775918,9.943181818,17.37804878,101.9695672,8501,5100,66.12903226,198,42880,8.1,33.9,7.165605096,17.8343949,10.8816081,2.627627628,12.27272727,4.207841887,39.375,345.8075,13.3,48.2,72.87685431,19.01303891,5.038351587,35.47242825
58,Brent,Queensbury,Brent & Harrow,"3,989","9,782",Sadiq Aman Khan,1733,19.79526247,67.83716224,12.36757529,33,8050,72.9,57.7,64.8,81.67523959,83.07126763,10.73558648,21.50776053,100.679554,6945,4600,52.79187817,109,35110,45.4,21.6,3.105590062,4.140786749,8.532983262,1.887283613,10.25641026,5.436852126,51.85185185,331.9812903,21.4,30.8,64.99252243,13.68004446,2.995394362,32.58132742
59,Brent,Stonebridge,Brent & Harrow,"3,432","10,042",Sadiq Aman Khan,2292,26.65492358,64.37297574,8.972100688,29,4231.7,76.5,48.8,74.93670886,76.15242559,82.28023219,16.97191697,26.48648649,207.8460741,5789,19800,33.75,63,25800,15.3,15.1,30.46251994,0.4784689,30.33288043,8.056394763,25.55555556,13.24750127,50,298.5968254,25.9,20.5,116.0115607,16.22391776,3.187122886,31.30908344
60,Brent,Sudbury,Brent & Harrow,"3,694","8,706",Sadiq Aman Khan,1882,21.1143119,67.76221029,11.12347781,33,7238.1,77.3,62.2,78.84057971,78.68362411,84.06086094,10.55363322,25.90233546,102.5490196,6931,2700,83.63636364,91,33530,25,32.6,6.370656371,4.44015444,11.91489362,2.334578442,11.84210526,5.141441255,42.02898551,331.1682119,18.1,32.3,51.49337377,34.56876712,3.299717889,32.43301179
61,Brent,Tokyngton,Brent & Harrow,"3,827","10,304",Sadiq Aman Khan,2024,20.02220577,70.26541186,9.712382362,32,6160.7,76.3,62.9,64.19753086,78.10979484,84.16181563,13.12741313,27.18676123,126.4131552,7164,16000,110.6741573,94,33130,37.5,33.7,21.19089317,2.802101576,9.118109058,2.146918881,11.62162162,4.790296053,44.10774411,310.8121622,19.4,31.9,82.75256223,19.7646467,3.464747276,30.19480519
62,Brent,Welsh Harp,Brent & Harrow,"3,137","8,217",Sadiq Aman Khan,1489,21.45870576,66.41401502,12.12727923,34,6065.2,61.3,55,70.49180328,80.07803729,85.56570639,11.24260355,26.60944206,116.6122854,5999,1900,65.24390244,118,31620,30.5,28.1,7.815631263,3.80761523,15.04458001,3.158844765,16.38888889,6.633395716,41.56769596,315.7455782,22.6,24.7,62.94408957,34.04470048,2.75266065,32.00046227
