ID,Borough,Ward,Constituency,Turnout,Ward Level Electorate,Winner,Sadiq Aman Khan - Labour Party,% Children aged 0-15,% Working-age 16-64,% Older people aged 65+,Median Age 2013,Population density 2013,% BAME 2011,% Not Born in UK 2011,General Fertility Rate 2013,Male life expectancy 2009_13,Female life expectancy 2009-13 ,% children in reception obese 2011_14,% children year 6 obese- 2011_14,"Rate Ambulance Incidents per 1,000 population - 2014",In employment (16-64) 2011,Number of jobs in area - 2013,Rate new migrant workers - 2011/12,No properties sold 2014,Median Household income 2012/13,% semi-detached houses 2011,% Households Private Rented 2011,% dwellings CT bands A or B 2015,"% dwellings CT bands F, G or H - 2015",Rate Claimant Housing Benefit 2015,Rate JobSeekers Allowance 2015,% dependent children in out-of-work households 2014,% Households No adults Employment dependent children 2011,% Lone parents no employment 2011,Average GCSE capped point scores 2014,% No qualifications 2011,% Level 4 and above qualifications 2011,Crime rate 2014_15,% area that is open space - 2014,Average Public Transport Accessibility score 2014,Turnout at Mayoral election 2012
306,Haringey,Tottenham Hale,Enfield & Haringey,"3,274","8,833",Sadiq Aman Khan,2187,22.22607089,70.15933495,7.614594158,29,8552.6,57.4,53.5,67.14285714,78.11951692,83.98544266,16.45207439,28.83031301,139.2665843,5816,6000,69.30232558,136,27340,8.8,26.3,32.26277372,0,21.31421918,5.424183325,28.13186813,12.35141159,49.84326019,300.8793103,24.7,23.1,103.6750246,28.97577974,4.655902226,30.98825483
307,Haringey,West Green,Enfield & Haringey,"3,166","7,688",Sadiq Aman Khan,2103,18.30172537,71.88792243,9.810352203,32,9821.4,47.8,54.6,64.78873239,80.1014102,85.08229167,13.83495146,26.57894737,122.2563652,5989,2100,90.53254438,129,31110,7.3,27.7,38.7037037,1.111111111,19.35221207,4.469353008,24.09836066,8.246828143,50.1650165,309.4290323,23.9,30.6,80.43557169,38.18541444,4.060917998,34.69810832
308,Haringey,White Hart Lane,Enfield & Haringey,"2,600","7,428",Sadiq Aman Khan,1719,23.8931079,67.88221808,8.224674022,31,8058.8,52.5,44.6,65.58823529,76.87991673,82.90784518,16.16161616,26.94394213,126.9031781,4726,1200,46.15384615,90,27010,20.2,18.4,13.27967807,0,25.29749692,5.007770679,26.97674419,14.58506224,52.84810127,314.785446,30,20.7,82.14285714,27.89329497,3.304805762,28.2337253
309,Haringey,Woodside,Enfield & Haringey,"3,024","7,725",Sadiq Aman Khan,1843,18.34015728,72.87970365,8.780139078,32,10000,43.2,54.2,56.25,79.30496163,83.72466032,12.01716738,23.49570201,139.0412285,6992,4800,85.71428571,169,32010,10,36.4,17.65734266,2.272727273,16.47958354,3.462940462,22.15384615,7.938793879,55.27638191,300.5747899,20,32.9,84.22522103,26.78616672,4.673467955,31.34146341
310,Greenwich,Abbey Wood,Greenwich & Lewisham,"2,983","9,202",Sadiq Aman Khan,1510,26.44822257,63.40030912,10.15146832,33,5722.2,46.3,32,86.11111111,75.97979311,82.31073388,16.62921348,28.76923077,116.7950693,6347,1800,35.86956522,118,31540,10.5,15.2,36.03896104,0.162337662,17.2027972,3.623683851,23.03030303,10.58014755,51.20828539,301.1487805,25.3,24.2,77.61767531,43.96546853,3.066134612,28.95819796
311,Greenwich,Blackheath Westcombe,Greenwich & Lewisham,"4,295","8,196",Sadiq Aman Khan,1871,17.29566855,67.59322034,15.11111111,38,6047.6,16.9,23,59.03225806,80.68691157,82.50061076,6.818181818,21.91011236,108.7943372,6675,2800,21.14285714,262,49160,13.2,25.4,12.1835443,20.25316456,8.707607699,1.595228187,10.57692308,2.814814815,43.359375,327.412766,12.1,57.5,76.5635953,15.43269776,3.425645527,43.81242387
312,Greenwich,Charlton,Greenwich & Lewisham,"3,774","8,918",Sadiq Aman Khan,1986,22.64989403,66.18582074,11.16428523,34,7050,36.2,31,76,76.318141,80.01638065,12.84552846,26.42857143,108.5125025,6572,2400,49.70760234,173,37940,17.8,15.9,36.83333333,1.166666667,14.79400749,3.143364767,18.48101266,7.579717721,51.69082126,316.1527778,20.8,37.2,60.72560761,31.54619089,4.02930493,37.02721402
313,Greenwich,Coldharbour And New Eltham,Greenwich & Lewisham,"3,236","8,273",Zac Goldsmith,914,17.39583333,64.53869048,18.06547619,40,5180,18.3,15.6,59.61538462,78.36717704,84.04119661,10.53984576,21.8579235,116.342032,5957,1500,10.82802548,239,38390,55.4,9.8,11.79775281,3.183520599,9.019496498,1.945828144,14.65517241,4.1352657,42.39766082,319.4644295,25.4,23.4,58.07441504,20.02845863,2.867917014,33.8242395
314,Greenwich,Eltham North,Greenwich & Lewisham,"4,367","8,528",Zac Goldsmith,1462,17.5781553,63.88177798,18.54006671,42,4788.5,11.3,13.9,55.31914894,81.11748581,86.56590577,6.779661017,16.05633803,99.55036681,6087,3400,9.146341463,178,43120,34.1,8.4,11.50943396,9.811320755,6.885990911,1.658505765,8.363636364,2.665888305,38.36734694,339.044186,20,31.8,67.20537643,24.57786807,2.884989902,43.39981007
315,Greenwich,Eltham South,Greenwich & Lewisham,"3,205","7,616",Zac Goldsmith,960,15.82244633,68.52318741,15.65436626,34,2717.4,16.8,17.5,49.85074627,79.81264924,84.76809053,12.14689266,24.26470588,130.2957634,5537,5500,20.85889571,218,37120,28.6,15,19.39163498,14.06844106,9.291323682,2.378435518,18.97959184,4.815472666,50,352.4731092,21.5,25.1,75.91519098,54.61881967,3.340033238,32.34662211
316,Greenwich,Eltham West,Greenwich & Lewisham,"2,516","7,445",Sadiq Aman Khan,1074,21.46919811,66.90699351,11.62380838,35,4666.7,24.6,21.3,64.70588235,76.56556809,81.70280733,13.84615385,24.40318302,129.3551128,4374,1600,13.33333333,226,34250,43.9,8.3,8.66807611,2.536997886,15.2386429,2.959110473,23.58490566,7.285115304,49.50248756,310.888961,30.8,21.2,59.8914301,30.49214575,3.05843072,27.77513856
317,Greenwich,Glyndon,Greenwich & Lewisham,"3,580","9,598",Sadiq Aman Khan,2103,23.59046435,68.82534191,7.58419374,32,10441.2,55,42.2,89.09090909,75.28213038,78.80322951,14.11338963,24.68694097,113.6291264,7961,3500,62.60869565,181,31690,8.9,24.7,40.72463768,0,17.34215017,3.965667101,21.68316832,8.675663651,49.22711058,317.4898477,21.4,28.6,60.93549646,32.57428694,3.995407262,28.08149058
318,Greenwich,Greenwich West,Greenwich & Lewisham,"5,153","11,597",Sadiq Aman Khan,2538,18.80082403,73.33839315,7.860782826,32,6053.6,33.3,34.8,56.73076923,79.43033888,82.71363341,11.0864745,25.2173913,117.8735632,8485,8000,46.38297872,897,42270,4.9,28.8,32.60632497,17.01199564,12.88392501,2.379264959,17.73333333,5.980253879,46.17784711,310.8977064,12.8,49.9,104.0438817,49.04117019,4.597634696,35.93527376
319,Greenwich,Kidbrooke With Hornfair,Greenwich & Lewisham,"2,977","8,558",Sadiq Aman Khan,1322,19.72705561,67.73797339,12.534971,35,5854.2,33.6,27.3,64.92753623,79.72456538,82.96713494,10.98696462,24.12177986,106.5921487,6525,1600,29.60893855,223,35740,31,15.9,17.61744966,3.859060403,12.60281242,2.493765586,20.56338028,6.287579454,48.46846847,313.148366,23.7,30.8,70.29765674,28.2163703,2.554345294,29.24462114
320,Greenwich,Middle Park And Sutcliffe,Greenwich & Lewisham,"3,207","8,180",Sadiq Aman Khan,1397,20.78809233,63.50039548,15.71151219,37,4045.5,24,22.3,67.5862069,79.24393518,83.71046279,11.54598826,25,113.58255,5652,2100,20.38216561,170,35340,23,10.9,11.82608696,9.217391304,15.09127401,3.350885591,25.45454545,7.305194805,51.49384886,329.26,25.5,29.6,64.37481437,36.97768899,2.26976918,34.25788955
321,Greenwich,Peninsula,Greenwich & Lewisham,"4,433","10,688",Sadiq Aman Khan,2091,18.96403935,74.82754398,6.20841667,31,4155.6,30.6,33,46.61016949,78.04672102,84.52077955,7.039337474,20.31746032,136.761488,7798,11400,42.78846154,516,41840,5.8,30,28.21846554,3.120936281,9.597619195,1.55830664,18.14285714,4.557899823,51.29411765,302.8371134,15,49.5,107.5798506,33.66585389,4.52817859,35.16972732
322,Greenwich,Plumstead,Greenwich & Lewisham,"3,325","9,145",Sadiq Aman Khan,1807,23.08774398,67.62792333,9.284332689,33,6854.2,55.4,41.7,81.03896104,78.37599169,83.10380988,14.14565826,25.29510961,118.258427,7282,1900,84.06593407,159,32390,15.1,23.3,29.74276527,0,15.40932237,3.447426742,17.39583333,8.058483509,47.36070381,305.5567839,21.6,25.2,78.72777845,40.9500246,3.56389176,31.12649325
323,Greenwich,Shooters Hill,Greenwich & Lewisham,"3,726","8,423",Sadiq Aman Khan,1748,20.16604763,66.0112155,13.82273687,38,3486.8,33.5,23.8,69.25925926,80.28089737,85.01111714,12.79069767,22.67002519,86.21444201,6242,2000,17.97752809,196,39030,27.4,14.4,18.26401447,2.169981917,8.957623912,2.462697378,13.90625,5.09207065,41.06382979,320.0586957,19.4,31.3,46.26921635,57.15178727,2.435871306,37.38250181
324,Greenwich,Thamesmead Moorings,Greenwich & Lewisham,"2,889","10,049",Sadiq Aman Khan,1558,29.09917207,65.76673866,5.134089273,30,4218.8,57.6,41.8,92.23300971,76.42423286,77.79401296,16.85226429,28.89963724,97.3120266,8273,5800,48.05194805,152,34450,14.6,25.3,32.95774648,0.14084507,16.256259,3.796315044,18.94736842,11.03924105,49.91197183,311.460793,18.7,32.4,70.49404413,55.35532401,2.642959917,25.74267069
325,Greenwich,Woolwich Common,Greenwich & Lewisham,"3,100","9,218",Sadiq Aman Khan,1833,26.74543502,67.04516393,6.209401054,30,6903.8,57.6,41.8,85.77777778,76.65156186,81.65082574,13.99548533,26.55279503,184.6964205,7113,7900,66.99507389,235,30260,7.6,24.7,52.49266862,0.293255132,18.19838979,4.855518712,20.17241379,10.17615602,49.77973568,313.0375,21.8,26.7,102.9915002,39.35420986,3.999408673,27.10238679
326,Greenwich,Woolwich Riverside,Greenwich & Lewisham,"3,709","11,029",Sadiq Aman Khan,2088,24.04777416,69.68078176,6.271444083,31,6359.4,49,39.4,79.45945946,75.89517354,80.28348066,15.42288557,24.13793103,146.8483482,8681,11500,54.77178423,262,33540,4.8,25.2,55.05747126,0.114942529,16.4133366,3.752260398,22,9.786345776,52.59042033,309.0051724,19.9,35.2,112.7859636,34.94588429,4.496121271,28.84182909
327,Lewisham,Bellingham,Greenwich & Lewisham,"2,848","8,552",Sadiq Aman Khan,1563,24.12303665,65.4908377,10.38612565,34,4854.8,51.3,29.6,76.28571429,77.10450497,82.21798825,11.89759036,28.16901408,143.8271202,6198,4700,25.38860104,147,31340,21.3,13.9,39.74960876,0.156494523,21.79998228,4.745762712,25.49450549,9.546422139,46.43226474,294.5421875,25.4,23.5,94.00915544,46.72524993,3.034524929,26.60944206
328,Lewisham,Blackheath,Greenwich & Lewisham,"3,941","7,999",Sadiq Aman Khan,1913,18.12366738,71.39525586,10.48107676,34,6304.3,30.2,29.3,66.31578947,79.26829447,83.3140909,9.585492228,22.55639098,125.7827756,7360,5600,27.36318408,229,44870,8.6,27,23.25925926,15.40740741,11.61230821,2.46218783,15.48387097,4.265919352,40.5511811,295.5715054,13.2,53.2,83.90410959,34.55455528,4.902384741,38.71121151
329,Lewisham,Brockley,Greenwich & Lewisham,"4,869","9,959",Sadiq Aman Khan,3017,15.83859308,78.01693909,6.144467821,31,10558.8,43.1,36.8,54.54545455,76.98077809,82.37028149,9.784735812,24.81389578,100.0834028,9571,5200,55,311,38100,6.4,35.7,43.24324324,2.57985258,13.7300813,2.888288456,21.26984127,4.599865501,39.62558502,311.9791304,11.8,47.3,78.77376795,13.260741,5.84808192,33.0285501
330,Lewisham,Catford South,Greenwich & Lewisham,"3,945","8,949",Sadiq Aman Khan,2377,20.55931554,67.96066914,11.48001532,36,8157.9,56.2,32.2,72.94117647,77.89652124,84.23091432,10.4587156,23.50230415,107.9228035,7172,3100,28.36538462,226,39070,25.4,19.9,14.84641638,6.313993174,10.05873108,3.099814011,13.41772152,4.884453782,36.44366197,311.4160428,17.3,34.2,44.82425024,2.955249293,3.269393358,35.01852255
331,Lewisham,Crofton Park,Greenwich & Lewisham,"4,621","8,977",Sadiq Aman Khan,2761,20.84665058,69.69538843,9.457960994,35,8882.4,39.6,30.1,82.93333333,79.61779294,86.84315255,6.821963394,19.60227273,92.68645909,7876,2300,27.35849057,275,42560,13.3,25.8,18.71069182,0.628930818,10.40077102,2.281834372,13.88059701,4.183298739,39.42505133,314.3884956,15.3,45.1,58.35858253,20.6597907,4.066474619,38.11678518
332,Lewisham,Downham,Greenwich & Lewisham,"2,662","8,437",Sadiq Aman Khan,1261,23.37272181,64.20321784,12.42406035,34,6145.8,41.7,24.8,67.42857143,79.49280147,84.7404201,12.22385862,26.72268908,132.7874222,5793,2200,21.76165803,185,30880,17.7,13.1,18.75993641,1.112877583,20.13091822,4.233639495,26.86046512,9.321894077,49.24242424,290.4672316,30.2,20.2,78.92963063,30.10874886,3.277780612,24.70753393
333,Lewisham,Evelyn,Greenwich & Lewisham,"3,597","9,314",Sadiq Aman Khan,2248,22.93419633,71.30528587,5.760517799,30,9777.8,60.9,44.8,64.53608247,77.19467694,81.4450591,13.38028169,27.01754386,101.3290001,7482,3200,67.64705882,261,30560,5,21.4,60.71428571,0.132275132,21.36714116,4.193999355,27.31182796,10.60584048,51.06007067,305.2361111,19.1,33.5,69.64134425,22.60752816,3.13557276,30.01709767
334,Lewisham,Forest Hill,Greenwich & Lewisham,"4,262","8,608",Sadiq Aman Khan,2361,21.46682341,68.7761233,9.757053292,35,8388.9,38.2,31.1,77.46478873,78.42200193,82.74776141,9.031198686,22.02970297,98.67404737,7528,2700,22.62443439,303,40960,14.3,24.5,34.62109955,7.875185736,13.04133048,3.229899642,15.64102564,5.456501691,40.94052559,333.01,13.9,46.4,69.89957717,22.15790976,3.987772147,37.68245125
335,Lewisham,Grove Park,Greenwich & Lewisham,"3,273","8,607",Sadiq Aman Khan,1465,20.54540641,67.01085518,12.44373842,35,6208.3,37.5,26.9,68,78.45774626,82.35571886,10.59479554,24.2081448,126.1994159,6764,1600,22.88557214,256,36150,25.7,17.9,23.49304482,4.018547141,14.65037911,3.563247646,17.73333333,6.535101909,46.80851064,308.2021277,22.5,29.2,50.64900308,21.63917806,3.191178568,30.67015935
336,Lewisham,Ladywell,Greenwich & Lewisham,"4,429","8,271",Sadiq Aman Khan,2765,17.9369251,73.21287779,8.850197109,33,9281.3,45.4,35.4,54.54545455,78.88115161,83.14562619,7.263922518,26.84563758,87.80487805,7447,1600,30.10204082,217,40290,14.6,25.2,23.95833333,2.777777778,10.65553845,2.576112412,17.41935484,4.54703228,38.72727273,319.4958678,12.8,44.5,54.98098352,25.65084364,4.492639113,40.80686297
337,Lewisham,Lee Green,Greenwich & Lewisham,"4,393","8,499",Sadiq Aman Khan,2257,19.99335769,68.56193955,11.44470276,36,8222.2,33.7,28.9,74.49275362,80.65088615,84.08760183,8.604206501,18.8034188,101.8608572,7639,2600,29.60893855,258,42760,13.7,23.4,29.96845426,5.362776025,11.00977734,2.321532211,14.49275362,3.971518987,40.16563147,334.2216495,14.6,46.1,60.85437937,11.71018244,3.629080169,41.19139548
338,Lewisham,Lewisham Central,Greenwich & Lewisham,"4,385","10,418",Sadiq Aman Khan,2566,19.96836694,72.58797944,7.443653618,32,8976.2,51.6,41.2,80.19417476,75.43168368,80.84643588,11.96721311,25.25773196,204.5243429,8895,10900,54.33070866,446,35760,7.3,33.7,47.61376249,0.776914539,17.06612384,3.437558862,23.08641975,6.811706812,50.53507729,303.4345865,16.1,42,134.9411578,13.82321417,5.164685622,30.35904384
339,Lewisham,New Cross,Greenwich & Lewisham,"3,792","9,092",Sadiq Aman Khan,2465,20.04189549,74.42676782,5.531336693,30,9305.6,59.7,46.6,55.55555556,74.30715839,77.630159,15.60402685,27.47252747,151.7790956,7520,5500,69.16666667,217,31520,5.6,31.6,57.61772853,0.138504155,18.48575712,4.413900995,24.28571429,8.013990268,47.06586826,299.0064,17.9,34.7,108.5354256,16.48012664,4.440766797,30.62287415
340,Lewisham,Perry Vale,Greenwich & Lewisham,"4,497","9,309",Sadiq Aman Khan,2589,20.80109808,69.54704268,9.651859246,35,9323.5,42.5,30.5,74.80519481,80.10527023,84.26291568,9.656301146,23.97260274,98.10682046,7946,1400,27.98165138,325,39130,11.7,23,31.29548763,4.657933042,13.8656448,3.227218029,18.73417722,6.545400328,47.54768392,313.5038462,16.2,41.5,54.55805456,9.657482275,3.422797256,37.42063079
341,Lewisham,Rushey Green,Greenwich & Lewisham,"3,258","8,019",Sadiq Aman Khan,2047,22.67131103,69.11296619,8.215722779,33,8777.8,59.1,38,74.80519481,79.42499473,82.81731723,13.7007874,20.05141388,173.0013106,6818,6400,41.5,194,34670,10.8,30.3,32.68365817,1.049475262,18.71354637,4.487888848,18.57142857,7.191945022,46.58792651,300.7135714,18,32.9,118.6954873,23.98598111,5.151440298,29.899203
342,Lewisham,Sydenham,Greenwich & Lewisham,"4,254","9,213",Sadiq Aman Khan,2341,20.73661405,67.818013,11.44537295,35,9352.9,41.8,30.2,76.21621622,75.63769676,81.42026034,10.59027778,27.49445676,132.2582586,7327,2700,25.46296296,220,37060,10.9,20.8,30.88642659,3.739612188,17.24592708,4.056560037,23.10810811,6.256440453,40.7079646,308.166,18.7,36.6,73.20589157,13.05480849,4.107142223,35.56950304
343,Lewisham,Telegraph Hill,Greenwich & Lewisham,"4,595","9,403",Sadiq Aman Khan,3079,18.83561644,74.08288832,7.08149524,32,11233.3,49.4,36.9,58.91304348,79.71917038,83.21373714,11.33093525,23.40425532,95.8350182,8512,2300,44.9339207,185,37230,8.6,29.2,39.85507246,5.797101449,15.33328498,3.038105046,19.35064935,6.053975201,40.87791495,312.8092025,14.4,43.7,51.07637865,16.47708089,5.211159278,36.14518909
344,Lewisham,Whitefoot,Greenwich & Lewisham,"2,908","8,188",Sadiq Aman Khan,1623,24.21667552,65.15533723,10.62798725,33,6659.1,50.5,29.5,68.95522388,79.79107052,85.94018877,12.57763975,24.87883683,107.7005924,5802,1200,27.11864407,193,32840,23.2,14.7,21.52542373,0.169491525,18.1809762,3.975712014,23.18181818,9.227428985,44.81955763,302.2232227,25.9,22.7,70.39379718,27.87567954,2.800672265,27.66949659
345,Havering,Brooklands,Havering & Redbridge,"3,287","10,197",Zac Goldsmith,1036,22.41207794,64.62051612,12.96740593,35,3785.7,22.3,17.4,79.71830986,76.66956568,81.34689303,8.006535948,21.91780822,164.6969119,7118,10000,24.63768116,326,35250,30.7,17.1,18.45070423,0.422535211,11.09026964,2.527863955,16.55172414,6.19875369,49.12836767,307.2579268,24.9,21.3,71.89542484,44.88142471,2.898625877,27.62183032
346,Havering,Cranham,Havering & Redbridge,"3,994","8,322",Zac Goldsmith,635,16.84218861,58.85659989,24.3012115,45,1901.5,5.6,6,50.95238095,83.99044661,86.99876712,9.037900875,19.04761905,119.7138815,5608,1900,2.614379085,216,42250,49.5,6.3,5.617977528,19.1011236,2.619701727,0.943558072,7.321428571,1.853997683,32.29571984,336.5381295,22.2,23.3,32.34565929,55.86983792,2.292100108,42.29678639
347,Havering,Elm Park,Havering & Redbridge,"3,308","8,538",Zac Goldsmith,825,18.51415094,61.47012579,20.01572327,42,3391.9,13.7,10.9,57.87234043,78.86511084,85.27910353,10.96938776,23.40966921,121.3968958,5738,1200,7.407407407,224,34730,38.9,8.4,15.35648995,0.914076782,8.264544025,2.420135528,15.25423729,4.271503803,42.37288136,321.851875,29.6,16.5,39.39587662,55.71316568,2.616288162,32.84842797
348,Havering,Emerson Park,Havering & Redbridge,"3,456","7,995",Zac Goldsmith,605,15.32224704,61.28898817,23.38876479,46,2608.7,17.7,11.4,44.87804878,79.09202051,83.77469943,10.48951049,19.58762887,93.48512548,5549,2200,4.294478528,191,43790,37.7,6,4.811715481,40.79497908,2.152841547,0.960530912,6.078431373,1.484392054,32.96089385,351.7510949,23.1,24.3,36.29536921,31.28135353,1.955693453,35.73934837
349,Havering,Gooshays,Havering & Redbridge,"2,697","9,414",Zac Goldsmith,780,23.50607972,64.23044411,12.26347617,34,1916.7,12.8,10.7,64.47761194,76.55123598,81.25127123,14.28571429,21.875,159.7726972,5909,2200,8.585858586,210,29400,30,7.6,33.38658147,1.118210863,18.22358346,4.135177527,26.19047619,9.077206498,54.82517483,284.4079208,34.2,13.2,79.86064585,68.40462662,2.592695705,22.07072387
350,Havering,Hacton,Havering & Redbridge,"3,678","8,340",Zac Goldsmith,683,15.88814744,63.10772164,21.00413092,44,4960,7.3,7.3,54.41860465,80.54983136,84.78482642,12.13017751,16.72354949,99.65190642,5919,2100,4.320987654,181,39740,71.3,8,5.544554455,5.346534653,2.683827197,1.295336788,6.666666667,2.437550363,37.06563707,340.8365672,25.3,17.9,26.08414762,24.18769566,2.371508855,37.00492149
351,Havering,Harold Wood,Havering & Redbridge,"3,400","8,901",Zac Goldsmith,754,18.55730076,63.4089587,18.03374055,40,1730.3,10.1,9.4,69.23076923,78.86122917,84.22669988,7.710843373,17.10144928,157.2930254,5946,5900,4.678362573,303,37010,44.5,11.3,13.38842975,4.462809917,8.481337259,1.911607279,13.85964912,3.441995993,40.11627907,292.2961538,25.8,20.6,67.80435776,60.68275413,2.414052762,31.72723091
352,Havering,Havering Park,Havering & Redbridge,"2,729","8,341",Zac Goldsmith,515,20.52623597,62.13982408,17.33393995,38,1326.5,12,9.1,62.96296296,76.72768891,81.56263721,9.719626168,22.1719457,123.1568493,5645,1700,4.545454545,180,33590,46.1,7.6,19.43925234,3.364485981,9.835578447,3.172279161,19.85074627,6.417530816,48.20415879,290.7802548,30.4,15.3,45.68488943,75.24758849,2.089254125,27.67156863
353,Havering,Heaton,Havering & Redbridge,"2,874","8,380",Zac Goldsmith,803,22.08519331,61.11825679,16.7965499,38,3779.4,16.3,13,80.37735849,76.18501849,81.30215344,12.84046693,24.83069977,137.7268533,4946,2400,8.860759494,204,29560,24.2,8.1,29.02097902,0.874125874,17.74095161,4.028801646,23.19444444,7.246650311,50.36101083,298.4716981,35.8,13.7,68.16940956,45.31769979,2.110883841,23.65820093
354,Havering,Hylands,Havering & Redbridge,"3,593","8,886",Zac Goldsmith,777,15.88713971,65.29013613,18.82272416,43,4500,9.7,7.9,51.06382979,82.50126272,86.37430887,3.896103896,16.79586563,95.25997396,6483,3500,2.906976744,250,39890,38.4,7.3,8.935361217,9.69581749,4.102417666,1.274936253,8.333333333,2.344689379,32.95454545,340.5527473,23.7,19.2,55.82468281,26.06333101,2.091241864,34.47767958
355,Havering,Mawneys,Havering & Redbridge,"3,047","8,252",Zac Goldsmith,612,19.39320018,61.01539869,19.59140113,40,4316.7,11.5,9.3,61.6,80.57423401,87.31954368,10.64257028,21.77419355,105.4598139,5907,2100,6.289308176,221,35820,37.2,9.6,16.8784029,1.08892922,6.791500922,1.979414093,13.60655738,4.604016673,44.60093897,313.1313725,29.6,16.3,52.16854453,32.1130907,2.471992925,30.89619758
356,Havering,Pettits,Havering & Redbridge,"3,723","8,665",Zac Goldsmith,571,17.04658838,60.17345921,22.77995241,45,3237.5,8.7,7.4,51.36363636,80.51032087,84.69175364,9.743589744,11.5902965,112.7020785,6030,2200,4.294478528,170,40010,53.5,6.4,8.662900188,19.20903955,3.150502942,1.226692836,8.928571429,2.315087306,36.93693694,321.508982,25.7,19.9,40.83210889,32.35756912,2.212654998,37.08100559
357,Havering,Rainham And Wennington,Havering & Redbridge,"2,734","8,242",Zac Goldsmith,727,18.92343952,63.03504904,18.04151144,40,754.4,15.7,10.9,62,80.108684,84.25626433,13.56673961,23.96907216,125.7690771,5738,4800,9.202453988,217,34470,37,13.2,14.74480151,4.347826087,7.515490706,2.175664786,17.5862069,5.085085085,45.49356223,304.1729032,29.8,14.9,74.10021171,79.019962,2.011107698,26.55894674
358,Havering,Romford Town,Havering & Redbridge,"3,629","10,141",Zac Goldsmith,964,19.64887866,67.12519403,13.22592731,35,5931,16.4,16.6,75.12195122,79.48938728,85.39893931,10.19332162,21.01265823,216.6212534,8096,16500,15.31531532,346,37160,28.5,23.5,19.60784314,6.928104575,9.978586724,2.379944997,16.94444444,4.09015025,44.4015444,314.1561728,21,26.3,167.8598452,8.077334355,4.213802893,28.89247203
359,Havering,St Andrew's,Havering & Redbridge,"3,725","9,016",Zac Goldsmith,731,16.70204201,62.31427944,20.98367855,44,4981.5,7.2,7.7,50.6122449,80.37210455,83.38148225,11.54855643,18.48958333,136.7966657,6366,5600,5.521472393,235,38130,46.4,12.6,15.78947368,5.602716469,6.624145786,1.443768997,10.94339623,2.578495001,34.17366947,328.0074324,26.2,18.9,65.17857143,18.70890693,3.195094667,34.79861412
360,Havering,South Hornchurch,Havering & Redbridge,"2,793","8,914",Zac Goldsmith,793,21.61818951,62.49017355,15.89163694,37,2198.5,16.4,11.8,51.66666667,77.38747366,83.0715134,11.30268199,23.11015119,119.8359215,5953,4800,8.045977011,195,33160,26.8,9.1,22.02797203,1.048951049,9.648259196,3.139717425,17.7027027,6.031629275,48.05914972,304.6226601,31.4,14,56.72999732,45.08639589,2.484104296,27.11448337
361,Havering,Squirrel's Heath,Havering & Redbridge,"3,411","8,401",Zac Goldsmith,654,18.09168841,64.42787924,17.48043235,39,5096.2,11.5,9.4,65.09090909,80.70362501,84.67134137,10.430839,22.72727273,106.6252588,6722,2600,6.962025316,266,41740,34.9,14.5,12.67123288,18.66438356,6.192286801,1.450075956,9.333333333,3.214859796,42.69662921,334.7460317,20,24.3,40.83943534,16.7306823,2.595336258,33.51654917
362,Havering,Upminster,Havering & Redbridge,"4,275","8,618",Zac Goldsmith,695,15.38817719,60.8350054,23.77681741,46,571.1,4.8,6.1,49.04761905,80.76800983,84.1571249,6.756756757,13.50649351,114.4765809,5951,5400,3.636363636,194,47580,67.4,7.9,3.947368421,37.21804511,1.499092906,0.839207788,3.58490566,1.256626743,25.56818182,352.05875,19,27.9,49.65420779,82.03429417,1.935114074,42.45829472
363,Redbridge,Aldborough,Havering & Redbridge,"3,787","8,810",Sadiq Aman Khan,1744,22.27079769,65.74162073,11.98758158,33,1796.5,61.3,38.4,60.85714286,78.48908999,81.71817977,11.4638448,21.42857143,130.3429,6327,4300,38.82352941,233,37310,25.1,20.1,11.17533719,3.082851638,8.437365476,2.103406161,9.634146341,5.134865135,42.96116505,339.978534,19.6,32,66.33348478,78.23545818,2.666337615,34.83775137
364,Redbridge,Barkingside,Havering & Redbridge,"3,818","7,884",Zac Goldsmith,1605,19.71369832,65.3316074,14.95469428,35,8766.7,64.2,40.5,52.22222222,84.52695451,87.4663204,7.614213198,21.51300236,113.7692308,5513,2400,40.13157895,120,39620,31.5,19.3,11.76470588,14.02714932,5.283719113,1.979414093,6.363636364,3.483750292,41.36363636,357.1525926,17.2,35.2,50.52358022,1.320631801,3.200624798,31.10754414
365,Redbridge,Bridge,Havering & Redbridge,"3,013","7,474",Zac Goldsmith,899,19.97303219,65.19467386,14.83229395,37,4596.2,28.1,21.6,69.2,81.7722309,86.42140385,9.585492228,17.88617886,84.5630907,5683,2100,14.55696203,210,39320,32.5,14.8,13.21138211,3.658536585,8.034767861,1.829753381,10.68965517,4.560739807,43.26241135,322.7427536,19.9,29.9,58.55252136,35.7626022,2.455133196,32.39077995
366,Redbridge,Chadwell,Havering & Redbridge,"3,481","8,578",Sadiq Aman Khan,1758,25.414253,64.50895864,10.07678836,32,9900,56.9,31.6,80.58823529,79.16097998,81.51449082,13.56643357,27.38738739,105.0751009,6343,2500,27.71084337,187,36700,25.9,21.3,10.25641026,0.183150183,10.45816733,2.97699594,14.28571429,7.73255814,49.73730298,328.6417085,18.5,28.5,54.46652649,5.046048424,2.443995208,29.19929866
